"","baseMean","lgFC_LcDC_vs_CD3_CD28","lfcSE","stat","pvalue","padj"
"Fes",226.228056210774,1.09096121293663,0.220358191006529,4.95085391631437,7.38885533101079e-07,5.25429712427434e-06
"Cbarp",36.6712510380345,-1.04850525542252,0.211789335266316,-4.95069902412257,7.39473902357505e-07,5.2561543218898e-06
"Hspa14",213.6821560984,-0.676517076835643,0.136673901147324,-4.94986293035134,7.42657667512849e-07,5.27644969965785e-06
"Smarcc2",207.468315912961,0.590720554126626,0.119352939075521,4.94935909163365,7.44582609454469e-07,5.28778737324341e-06
"Lynx1",84.8677075666968,-0.853414248202297,0.172563996795896,-4.94549421691764,7.59509253900198e-07,5.38902679092438e-06
"Xrn1",63.3688448994331,-1.69074595844279,0.34187535221421,-4.94550410695714,7.59470691937621e-07,5.38902679092438e-06
"Nupr1",48.7997027435811,1.27591980502397,0.258121230894791,4.94310290014085,7.68888738742478e-07,5.45316940360228e-06
"Casp6",83.678668893327,0.896871996571658,0.181570844498705,4.93951547699087,7.83169277334931e-07,5.55199967833554e-06
"Bex3",137.705759459109,0.622160329744287,0.126028405705855,4.9366674620671,7.9468802179476e-07,5.63117264318969e-06
"Mus81",48.3407007385992,1.07334011027714,0.217426900457857,4.93655618516799,7.95141375555894e-07,5.63190081875215e-06
"Gdi1",288.50325412153,0.5474832884295,0.110922319751387,4.93573601468655,7.98490529112248e-07,5.65312995137027e-06
"Lsg1",198.958832913854,-0.564873902332382,0.114451573287522,-4.93548394405487,7.99522582488222e-07,5.65794306832194e-06
"Il16",382.034056410991,0.601088430136653,0.121891064249273,4.93135763346357,8.16600719556119e-07,5.77625449535425e-06
"Trim41",77.140266526573,0.902370702458974,0.183024589913719,4.9303249518787,8.20929479933265e-07,5.80431829473943e-06
"Bcl3",350.007937467477,-0.496742838791006,0.100761743927694,-4.92987536169944,8.22820954652772e-07,5.81513234295738e-06
"Selplg",1238.71824733647,0.525544291328365,0.106647398861909,4.92786787991763,8.31317982873218e-07,5.87259985790474e-06
"Dad1",640.194039848397,-0.886725041142116,0.180004196274823,-4.92613538735675,8.38718950303579e-07,5.92227745831943e-06
"Fgd4",14.5161903422708,2.46053471749556,0.499518227850112,4.92581567660806,8.40091627829877e-07,5.92936375635287e-06
"Klhdc2",139.636199719676,0.765247505596682,0.155373201387986,4.92522197367721,8.42646431801806e-07,5.94478361021705e-06
"Slc25a19",300.258865310194,0.839745592155715,0.170569537470611,4.92318619495818,8.51463670043173e-07,6.0043513588997e-06
"Trim46",7.88764644830178,4.14415912705654,0.842350384196085,4.91975691447165,8.66517612588466e-07,6.10782752462533e-06
"Ccdc90b",39.7501559909665,-1.03386662261448,0.210172386152986,-4.91913634106967,8.69269069698192e-07,6.12453435773323e-06
"Cdk14",7.96791080682649,-2.60903445103801,0.53040567387805,-4.91894144337128,8.70134928828024e-07,6.12794717084321e-06
"Mix23",75.8587523159491,-0.790860085592451,0.160842516934613,-4.91698402054948,8.78877225319668e-07,6.18680269392426e-06
"Gm45222",16.5669471919059,-2.03530062240335,0.413961269133577,-4.91664504426524,8.80399737333123e-07,6.19480568572899e-06
"Mlxip",60.2493639050406,-1.14121429046232,0.23216883394356,-4.91544998128281,8.85787649188506e-07,6.22726161775237e-06
"Polr1b",37.903241793841,-1.07669265060275,0.21904038168281,-4.91549842239547,8.85568637569904e-07,6.22726161775237e-06
"Cd300lf",168.722575665041,0.859957559559441,0.174978670378279,4.91464221153546,8.89447427382257e-07,6.25025523773779e-06
"Mirt2",20.2506825265765,2.67351720768099,0.544129209890165,4.91338667192789,8.95164844812898e-07,6.28768170838408e-06
"Pknox1",222.147189684601,-0.65146092451572,0.132595295088704,-4.91315264300973,8.96234460384748e-07,6.29244334423977e-06
"Retsat",23.6705159667768,1.73259373015404,0.352658362645497,4.91295234616539,8.97150882721339e-07,6.2961257230387e-06
"9930111J21Rik2",5.36520985185628,-3.24204229536141,0.659978433603726,-4.91234581357252,8.99931470276633e-07,6.3128817198794e-06
"Micall1",98.0272652835461,0.810317706760897,0.164961319949386,4.91216793736568,9.00748498199556e-07,6.31585503058824e-06
"Gm55836",17.9723345856882,3.40893158483712,0.694202411382024,4.91057295241973,9.08106630452973e-07,6.3646705547978e-06
"Abi3",234.625661865053,-0.672107427829035,0.136874358544509,-4.91039691419249,9.08922283654668e-07,6.36760905566009e-06
"Prr13",674.296448951428,0.494242353242545,0.100702078090834,4.90796577997859,9.20259060713927e-07,6.44422037982063e-06
"Pcyt2",105.613249120688,0.975475351059198,0.198877405338558,4.90490787225731,9.34712002266781e-07,6.54257673394927e-06
"Mki67",224.781671529952,0.978354228854068,0.199560002211375,4.90255671483603,9.45972907766586e-07,6.61851428151674e-06
"Cep120",64.5646071212285,0.89636944565819,0.183030674673393,4.89737278878366,9.71264711476428e-07,6.79251037229314e-06
"Llgl1",98.059537788992,-0.685776910220965,0.140052657106748,-4.89656479489901,9.75265003511886e-07,6.81751828390554e-06
"Slc45a4",72.133273421266,-0.895203788627661,0.182885461005308,-4.89488767290079,9.83618944871091e-07,6.87292506759861e-06
"Arhgap19",55.3146220398163,1.15871716755964,0.236796563232761,4.89330230025622,9.91579177521308e-07,6.92553387291404e-06
"Exosc1",152.450043283823,-0.49976264506672,0.102169957666665,-4.89148333306767,1.00078869531555e-06,6.98681860128162e-06
"Arhgap9",215.053696184696,0.86095432177047,0.176094421545194,4.88916295141984,1.0126564591619e-06,7.06660006949469e-06
"Eif4e3",42.6504167328523,-1.05710713970888,0.216222770329406,-4.88897232284288,1.01363744200606e-06,7.07037423724938e-06
"Pif1",19.0357751943425,1.77244312964459,0.362737553336906,4.88629620324523,1.02750579560143e-06,7.16399874155444e-06
"Dhx33",88.1821618825448,-0.681084751231945,0.139401216744272,-4.88578770787471,1.03016151954228e-06,7.17939898044562e-06
"Dnajc2",264.631410324063,-0.723403548943563,0.148095453306615,-4.88471139924761,1.03580457664132e-06,7.21559614881449e-06
"Zfp800",57.8310807819657,-1.22167846246831,0.250233009468409,-4.8821634885966,1.04928203342739e-06,7.30631408104793e-06
"Gsk3b",89.931847155872,0.860850098677191,0.176334736249781,4.88190878884909,1.05063853762672e-06,7.31258989100333e-06
"Pdcd6ip",529.164705165757,0.392717990967151,0.0804523532205866,4.88137357387652,1.05349453855961e-06,7.3292924501609e-06
"Mical1",236.333368385179,0.642834629858126,0.13175254321673,4.87910604352191,1.06567758181747e-06,7.41084185035316e-06
"Dlg4",12.8480935549444,2.3876720311045,0.489390697408385,4.87886681080912,1.06697081635602e-06,7.41662448894118e-06
"Kcnj5",3.085267685838,5.51856378589652,1.13129874394155,4.87807824012014,1.07124434334292e-06,7.44310948592592e-06
"Il12b",70.6955415233739,-1.90856988507277,0.391315764712028,-4.87731407007663,1.07540134859883e-06,7.46876232766607e-06
"Ccr10",5.7001218676605,3.89184382347605,0.79809168529595,4.87643699988288,1.08019165411956e-06,7.49878942600547e-06
"Nectin1",47.2220007398922,1.5785913105183,0.323772214772204,4.875623164974,1.08465494965865e-06,7.52327163701062e-06
"Peg10",9.78983954784107,2.64885029706225,0.543278885405183,4.87567319147091,1.08438007933614e-06,7.52327163701062e-06
"Gdpd3",19.470238773075,1.86686489233777,0.383122551909266,4.87276168691811,1.10048942206227e-06,7.62980667933032e-06
"Iqce",33.4382578320055,1.46545453666312,0.300850053183383,4.87104629418115,1.11008823848735e-06,7.69303600649735e-06
"Rbm47",48.7299334530517,-0.967160479212627,0.198570385136299,-4.87061793503983,1.11249774826412e-06,7.70640958521556e-06
"Hook2",77.2254668339013,-0.883435646390735,0.181424428958742,-4.86944151601348,1.11914099528071e-06,7.74908661559885e-06
"Lats2",81.5082000194552,0.766492628810306,0.157437032850577,4.8685662765112,1.12410822729412e-06,7.78012691221575e-06
"A930015D03Rik",9.96576661867192,-2.25329335076135,0.462914004085689,-4.86762839506634,1.12945451520959e-06,7.81376284768595e-06
"Fasl",4.79378227326101,-5.28651416223869,1.08614087437209,-4.8672453886747,1.13164482895046e-06,7.82554564453733e-06
"Mrps28",187.651545820932,-0.655851149688113,0.134757497728278,-4.86689913915261,1.1336284569794e-06,7.83588964411236e-06
"Slc30a1",16.7508639162968,-1.45866994866134,0.299841686964799,-4.86480036657672,1.14572390451041e-06,7.91608980733559e-06
"Fhdc1",10.2938274356383,-2.41264483703921,0.496099988813793,-4.86322292166946,1.15489652770694e-06,7.97603517673441e-06
"Rnh1",741.474741900615,0.371809676929074,0.0764986891523487,4.86034049797387,1.1718402575737e-06,8.08957537501669e-06
"Acaa2",113.822578812779,0.814562720452067,0.167772824594209,4.85515292731253,1.20293872342712e-06,8.30069057265177e-06
"Man2a2",77.2156679251516,1.34848544436603,0.277773001729648,4.8546310691436,1.20611075376865e-06,8.3190052162042e-06
"Actr2",1040.49741934611,-0.598112115090905,0.123261298389187,-4.85239181241153,1.21981329435495e-06,8.40990590580169e-06
"Ppfia4",28.2179816967445,-2.35971134050139,0.48657705095769,-4.84961494969187,1.23701367158478e-06,8.52483381395879e-06
"2310010J17Rik",53.2556582401867,-0.929093555710715,0.191584559486591,-4.84952210241005,1.23759279625909e-06,8.5251675296338e-06
"Lrr1",21.2988391189387,1.51569124129541,0.312576337776925,4.84902744742342,1.2406825511283e-06,8.54278804171665e-06
"Grk2",1265.94214649581,0.542404152900208,0.111874015899583,4.84834792546523,1.24493913856205e-06,8.56842430242535e-06
"Prdm11",28.0543298398523,-1.07833774734556,0.222421961803719,-4.84816219855647,1.24610499125883e-06,8.57277540881448e-06
"Gdpd1",8.5215188148358,2.89363639040836,0.596880066517677,4.84793604733768,1.2475260152187e-06,8.57887752931215e-06
"Pld1",13.2085363100468,2.38650356305236,0.492476829116939,4.84592050215154,1.2602597644046e-06,8.66273549653209e-06
"Snrpb",924.8777500143,-0.468251416576121,0.0966479066093589,-4.84492042304389,1.26662435250626e-06,8.7027603073826e-06
"B230307C23Rik",22.3018622969207,-1.48578936346778,0.306753153045624,-4.84359931989614,1.27507937881146e-06,8.7533654449689e-06
"Spire1",13.8489961543395,-1.83632544048561,0.379123932734622,-4.84360200433718,1.27506214353834e-06,8.7533654449689e-06
"Psmg2",101.300348110115,-0.927589654964059,0.191512992671871,-4.84348159371802,1.27583545227342e-06,8.75481448326363e-06
"Tmbim6",1885.01175051319,-0.530524901228176,0.109542674651031,-4.84308880459842,1.27836118494351e-06,8.76840054437767e-06
"Plcg2",479.827473108583,0.490212183076159,0.10124148366195,4.84200907913401,1.28532889743805e-06,8.812429965192e-06
"Eif3b",509.897552368812,-0.588692565677214,0.121612721211562,-4.84071534468096,1.29372577315105e-06,8.86243531765395e-06
"Larp1b",161.642182728607,-0.767841715716483,0.158619718355665,-4.84077089328067,1.293364157994e-06,8.86243531765395e-06
"Pld4",223.793331386038,-1.2500715995096,0.258393613861798,-4.83785795177664,1.31245881366848e-06,8.98693025693538e-06
"Msmo1",84.9602115607262,0.857564045228607,0.17731360254158,4.8364255924895,1.32194724966932e-06,9.04804457549554e-06
"Atad1",36.9472305045417,-1.56979134178642,0.324675921126174,-4.83494845057011,1.33180143075106e-06,9.11160910714867e-06
"Tnfrsf11b",5.88794537686601,5.08588571867828,1.0525241165608,4.83208473673437,1.35110721672958e-06,9.23975578098933e-06
"Sp140l1",56.1723879564766,-1.1767622410522,0.243625658829708,-4.83020650084621,1.3639152359077e-06,9.32337631898777e-06
"Rasgrp3",38.4380107710594,-1.19043535998781,0.246509838614727,-4.82915962574766,1.37110465668523e-06,9.36853475329288e-06
"Etfb",197.584658818772,1.17149214635164,0.242625887747528,4.82838891277204,1.37642081029266e-06,9.40086050023013e-06
"Ndufs3",109.262440885062,-0.737928844950584,0.152884523835211,-4.82670728494386,1.38808908715122e-06,9.47652490267622e-06
"Rtl6",21.533334117009,-1.79195104083304,0.371671336416919,-4.82133235806739,1.42602534644409e-06,9.73138112373742e-06
"Gm43737",12.472270174568,1.87897622845473,0.389955406455513,4.81843871722058,1.44685951131778e-06,9.86517452878134e-06
"Vps11",125.089647629581,0.697484727384783,0.144751996836652,4.81848086815598,1.44655393526391e-06,9.86517452878134e-06
"Cmtm7",463.359639595921,1.11144832120121,0.230675691441598,4.81822906546961,1.44838031821618e-06,9.87135402283609e-06
"Smim11",93.6078844583156,-0.788446795304703,0.163652646964777,-4.81780655508983,1.45144986614255e-06,9.88807915594312e-06
"Cyld",120.203043935372,-0.72408314899472,0.150360039651272,-4.81566213120238,1.46712584490095e-06,9.99063568142809e-06
"Ssr2",435.98398301353,0.800149308830903,0.166177818610219,4.81501872826786,1.47186085451791e-06,1.00186325283796e-05
"Adcy3",31.202091828987,-1.12425631722215,0.233614747430006,-4.81243726943645,1.49100680855491e-06,1.01446562357586e-05
"Prmt1",349.980744909411,-0.657632190660785,0.136682148660926,-4.81139780946965,1.4987836192289e-06,1.0185543767821e-05
"Rassf2",101.190016871882,0.871343547702076,0.181100552663099,4.81137983782432,1.49891841802345e-06,1.0185543767821e-05
"Slc11a1",178.066241046491,1.10764533232453,0.23020702187102,4.81151844684008,1.49787906372558e-06,1.0185543767821e-05
"Slc22a4",8.40405834912745,2.65534008960909,0.551945770244761,4.81087134417495,1.50273727885001e-06,1.02071761722819e-05
"Dnase1l1",57.5779205751945,1.00111351858167,0.208131677603376,4.81000071737967,1.50929754142669e-06,1.02474030876916e-05
"Ppp1r3d",25.4174223156906,1.69638905761629,0.352820629599536,4.80807785968113,1.52388417555807e-06,1.03420681859589e-05
"Mrpl39",161.844098016883,-0.528283611647463,0.109881728202593,-4.80774756903574,1.52640333351813e-06,1.03547901814338e-05
"Ighg3",140.752763704673,1.25134666533561,0.260480999008023,4.80398443687277,1.55538924371718e-06,1.05469703719176e-05
"Vrk2",70.6856558326153,-0.913634503025846,0.190231365095019,-4.80275428065972,1.56497888192781e-06,1.06075193077166e-05
"Fbxo22",118.921786456435,0.597593940437885,0.124431561236652,4.80259135623433,1.56625320778028e-06,1.06116792618231e-05
"Tspan2",19.5652719348091,-1.56494880208079,0.325946239941832,-4.80124821307977,1.57679678161607e-06,1.0678610244469e-05
"Rgs2",291.554590081015,-1.29720118248051,0.270206586181661,-4.80077558734413,1.58052306124461e-06,1.0699335211055e-05
"Upp1",138.742441639734,0.992533677858567,0.20675521682058,4.80052543834904,1.58249871237693e-06,1.07081968473559e-05
"A530064D06Rik",42.1638482888973,1.08463014800438,0.225993971696133,4.79937646063743,1.59160375559197e-06,1.07652727283492e-05
"Ufm1",33.5184025834936,-1.24076284004841,0.258559216673474,-4.79875695792862,1.59653386269307e-06,1.07940740615747e-05
"Idh3a",171.615386558527,-0.727714783146248,0.151668260215444,-4.79806903641233,1.60202565940105e-06,1.08266471151109e-05
"Aen",21.6468076550767,-1.2931950318548,0.269551277988779,-4.79758449488275,1.60590473333831e-06,1.08482984173031e-05
"Cript",139.569101143768,-0.958555669812278,0.19993378993331,-4.79436552536724,1.63190487112251e-06,1.1019302164654e-05
"Pgrmc1",39.9156940635611,1.32027271368175,0.275393995182664,4.79412309918391,1.63387928578831e-06,1.10279986751695e-05
"Cnot6l",162.357011692123,-1.34389456525979,0.280379339416002,-4.7931297935824,1.64199316394847e-06,1.10781092757951e-05
"Adprm",55.4199738461357,-0.981019224982364,0.204701750198497,-4.79243203358585,1.6477160036206e-06,1.11120528472549e-05
"Fndc3a",134.688487565237,-0.77499535781697,0.161719901373454,-4.79220770749359,1.64955993491217e-06,1.1119819888556e-05
"Kcnq5",17.6958504594839,-1.39117143165792,0.290324908075974,-4.79177429479757,1.65312815038541e-06,1.11391990804493e-05
"Gm15848",25.9825771562161,-1.6732100207901,0.349270216442733,-4.79058889656126,1.66292527300114e-06,1.12005163880462e-05
"Vsig10",16.6646455583071,2.14168484323599,0.447256654628063,4.78849184483797,1.68039391104038e-06,1.13134315955376e-05
"Tmem120a",56.5928930244485,1.41795203198885,0.296143499187979,4.78805726236386,1.68403602124087e-06,1.13332026163441e-05
"Srpk2",105.882394795856,0.936961144959323,0.19570423573577,4.7876385579327,1.68755223768336e-06,1.13521101952033e-05
"Ptpn18",851.315375258657,-0.537412829778155,0.112254834358099,-4.78743595187871,1.68925622494553e-06,1.13588162400691e-05
"Fn3k",6.28819778282554,-5.4438770218886,1.13719044741294,-4.78712869447082,1.69184352233034e-06,1.13714536998806e-05
"Kcnk12",16.0124559577513,2.40549454065227,0.50291926833368,4.78306299263973,1.72643991958731e-06,1.15991346165832e-05
"Tfrc",37.1283852164746,-2.10633386822954,0.440424743564247,-4.78250574929897,1.73123434112198e-06,1.16264834681369e-05
"Actr1a",227.47860889959,0.68893983664791,0.144070412933137,4.78196614156751,1.73588922202259e-06,1.16480052057523e-05
"Csta2",14.8571782709021,5.87866094708217,1.22931824758858,4.7820496918627,1.73516769621852e-06,1.16480052057523e-05
"Aimp2",161.65179282414,-0.644064338839647,0.134721687749665,-4.78070271830638,1.74683513458604e-06,1.17165593327725e-05
"Senp2",162.460352257743,-0.598469953210383,0.125193979498936,-4.78034131997115,1.74997835985736e-06,1.17327430604126e-05
"Gtdc1",30.7844511587834,-1.25102369560862,0.261749715063205,-4.77946535799108,1.75761951927635e-06,1.17790571371111e-05
"Tubb2b",37.4605976830364,1.38592976205585,0.290098466236734,4.777446016984,1.77535690784825e-06,1.18929663751769e-05
"Ganc",71.7172778677089,-1.04241440325071,0.218302154906573,-4.77509900759724,1.79618862258166e-06,1.20275006390795e-05
"Wdr46",98.2921311802108,-0.718560870029528,0.150491926047224,-4.77474698412756,1.79933331812621e-06,1.20435376759914e-05
"Bcl11a",180.863273570921,-0.827898565000484,0.173407453782347,-4.77429630008653,1.80336709116184e-06,1.20604866579616e-05
"Trem3",74.2714446266577,1.50298621734257,0.314804169767307,4.77435295235616,1.80285955729533e-06,1.20604866579616e-05
"Psma4",33.05463814429,-1.31451693244957,0.275418724748886,-4.77279434667371,1.81687290587307e-06,1.21457537910716e-05
"Stx1a",13.2822436886398,1.95718179318499,0.41015517973694,4.7718080616226,1.82579455517364e-06,1.22003176931403e-05
"Pfkfb4",68.6070269614237,0.867342156231506,0.181822625221703,4.77026528009881,1.83983458998152e-06,1.2289024055494e-05
"Gm16104",4.53256593300935,5.3711312597122,1.12619670496804,4.76926564961371,1.84898701828899e-06,1.23450238827076e-05
"Ten1",183.53470946478,0.605912028926395,0.127048519119835,4.76913885438433,1.85015105315069e-06,1.23476636966401e-05
"Psma5",192.649028903333,-1.11065899995358,0.232895247662033,-4.76892083931794,1.85215417182173e-06,1.23558989269702e-05
"Cul2",47.8321172398717,-1.20714825352073,0.253249534207392,-4.76663563192252,1.87327640236257e-06,1.24916198121844e-05
"Ldb1",384.766748538185,0.602793711138632,0.126486334858595,4.76568248904141,1.88215455477412e-06,1.2545614426511e-05
"P2ry13",9.74694201407354,-3.07280075637414,0.645121317457286,-4.76313628649791,1.90607012475579e-06,1.26997554890406e-05
"Patz1",82.3686966415069,0.767854740945469,0.161231634157705,4.76243229163334,1.91273384779683e-06,1.27388708669188e-05
"Entrep3",108.325403308171,0.914070723891855,0.19195800599048,4.76182652125064,1.91848572932609e-06,1.27718834462886e-05
"Eme2",30.4553007836238,-1.13569629296332,0.238539585622272,-4.76103909546359,1.92598729998318e-06,1.28165120078417e-05
"Gfi1",57.0282872676202,-1.24934457031885,0.262482966648203,-4.75971673999445,1.93864842676961e-06,1.28954237381478e-05
"Ewsr1",638.765366606369,-0.447834725127685,0.0941439317266324,-4.75691546883841,1.96573433239561e-06,1.30701805942066e-05
"Rgs19",533.076693465857,0.466383511616571,0.0980467267014051,4.75674739287229,1.96737099206448e-06,1.30702430175864e-05
"Sh3bp1",262.654444739744,0.840184348700663,0.176627909251125,4.75680401960774,1.9668194363375e-06,1.30702430175864e-05
"Ebag9",94.5211181532176,-0.681754559794328,0.1433361609686,-4.75633332989626,1.9714085662171e-06,1.30916524215426e-05
"Nisch",294.180124863447,0.872063863972913,0.183370813957751,4.75573972297379,1.97721078200508e-06,1.31247578521197e-05
"Ier2",588.140510288434,-0.790499292346395,0.166284843005725,-4.75388663246462,1.9954295616428e-06,1.32353445612458e-05
"Zfp385a",63.2534436776065,1.18481174636539,0.24923059283712,4.75387765554005,1.99551821011811e-06,1.32353445612458e-05
"9530068E07Rik",279.986129034431,-0.651046899884778,0.136984339356796,-4.75271044078279,2.00707691287202e-06,1.33065140439026e-05
"Stfa2l1",24.7824947389745,5.48746741964646,1.15484112922553,4.75170764252785,2.01705876911166e-06,1.3367174945136e-05
"Shq1",36.1628541914175,-1.01850528944617,0.214400971690646,-4.7504695590454,2.02944844755265e-06,1.34437360253549e-05
"Nudt7",30.3179262497307,1.13038196554299,0.237964652223478,4.7502095583567,2.03205958336931e-06,1.34554843970505e-05
"Morrbid",88.433989707505,1.36866030748658,0.288273486975476,4.74778420258612,2.05657291274325e-06,1.36121908818738e-05
"Psmb2",287.423556392584,-0.605834117557944,0.127610351606505,-4.74753113623628,2.05914698458028e-06,1.36236149754109e-05
"Xrcc6",86.4702156690206,-0.860541822446583,0.181310149038475,-4.74624187895831,2.07230881805123e-06,1.3705050989368e-05
"Blvrb",358.421545163935,-0.787804215090816,0.165999763515556,-4.74581528555607,2.07668161036191e-06,1.3728318267018e-05
"Fam216a",81.9422492416886,0.698409755360054,0.147225990922736,4.74379388437315,2.09752274205068e-06,1.38603888639663e-05
"Crtc2",255.159121331628,0.653448487325293,0.137751926323754,4.74366133936677,2.09889630818122e-06,1.38637624566707e-05
"Mocos",51.348565258577,1.20277214084157,0.25356158214106,4.74351094785506,2.10045586418445e-06,1.38683612832959e-05
"Galk2",147.423906804806,0.876023713585785,0.18478981523788,4.74064932885008,2.13034371491928e-06,1.4059918420897e-05
"Rbpj",179.261639141751,0.520548998428075,0.109821046632679,4.73997484443185,2.13744754131681e-06,1.41010091596358e-05
"F830016B08Rik",3.90035547358296,-3.97897932241862,0.839626484008767,-4.73898739284773,2.14788865893391e-06,1.41640736523458e-05
"Fbrs",313.496438415796,0.680793354526126,0.143720306100471,4.73693226098617,2.16977650111641e-06,1.43025398908223e-05
"Nfkbie",472.791741953959,-0.647882149959437,0.136800366862184,-4.73596792771858,2.18012065953978e-06,1.43648311217584e-05
"1110038B12Rik",255.880742111012,0.607373198051505,0.128281824277656,4.73467852107322,2.1940258170798e-06,1.44505251027347e-05
"Cstdc5",3.93622532380623,5.48365030404284,1.15841450633962,4.73375486411181,2.20403899072066e-06,1.45050033843825e-05
"Gpd1l",132.397320798316,-0.666235193917008,0.140741555989908,-4.73374895730712,2.20410316616519e-06,1.45050033843825e-05
"Atp1b3",864.076733180288,-0.501411683769198,0.105931162957462,-4.73337278446142,2.20819385562177e-06,1.4525973012575e-05
"Mboat7",297.236875836213,0.539806584161515,0.114053409245325,4.7329280881066,2.21303910772166e-06,1.45518871168402e-05
"Dtd1",61.2851206672759,-1.07319299591213,0.226762916685558,-4.73266533875235,2.2159067270254e-06,1.45647813678135e-05
"Yars2",73.956485819743,-0.904535629792468,0.191202216554922,-4.73078004057891,2.23658758542894e-06,1.46947006021801e-05
"Synpo",4.38084368263721,-3.5156493016479,0.744086469656102,-4.72478595568704,2.30357858413666e-06,1.51286534650741e-05
"Camta1",65.6088275919162,-0.929333546435602,0.196730042024051,-4.72390254622112,2.31361318426003e-06,1.51780909430998e-05
"Cdca5",38.9735182780132,1.23876654829725,0.262235319822864,4.72387376778238,2.31394078185082e-06,1.51780909430998e-05
"P2ry1",13.1749171836106,2.24935452954435,0.476166304180384,4.7238843021791,2.31382085902496e-06,1.51780909430998e-05
"Rbm34",105.81865530766,-0.71313103930566,0.150968197537839,-4.7237169876584,2.31572626116491e-06,1.51836027181033e-05
"B2m",4114.97150823484,-3.53206322384363,0.747791041586932,-4.72332914867237,2.32014882349667e-06,1.51939953936611e-05
"Dvl3",61.0024239748103,0.902585804637874,0.191090297515471,4.72334711062345,2.31994382280485e-06,1.51939953936611e-05
"Rps27",3856.64195991899,-1.20263358836102,0.254609580969342,-4.72344200003153,2.31886113359025e-06,1.51939953936611e-05
"Meis1",13.9519335237789,1.90511786679121,0.403376641161675,4.722925604479,2.32475908218492e-06,1.52179828427948e-05
"Pex14",82.9038261986872,-0.664760816394939,0.140795865862167,-4.72145124662759,2.3416776534705e-06,1.53200423997836e-05
"Slc38a5",11.5318533532181,-5.45865889451769,1.15615238158586,-4.72140089962036,2.34225747845296e-06,1.53200423997836e-05
"Tnfrsf8",7.85727558051478,2.67312794854177,0.566280475557412,4.7205017017592,2.35263640183876e-06,1.53816651034342e-05
"Alcam",64.8375109949386,0.983747519730208,0.208405879253896,4.72034437441054,2.35445687378224e-06,1.53873048089658e-05
"BC018473",3.87126831570659,6.42070120704029,1.3602519947031,4.72022921638262,2.35579025177122e-06,1.53897578708633e-05
"Exosc7",106.870219001141,-0.686635123144186,0.145512480479218,-4.71873698312944,2.37313404390256e-06,1.54967582444109e-05
"Limk1",28.1715188881432,-1.26364090084527,0.267858177998318,-4.71757446529485,2.38673053678948e-06,1.55792114355897e-05
"Ticam1",92.2145245718113,0.694909651110421,0.147338115486057,4.7164282563135,2.40020948947521e-06,1.56608307225548e-05
"Dapk3",59.3171561526408,1.16813940908181,0.247683709943143,4.71625448984903,2.40225928125851e-06,1.56678412887278e-05
"Ppp1r15b",357.486000717471,-0.378228596061035,0.0802339159791682,-4.71407373608984,2.42812730715496e-06,1.58301286778155e-05
"Ifi214",5.12078038800534,-3.1817650304429,0.674972645703928,-4.71391700196182,2.42999674673509e-06,1.58358895495142e-05
"Mad2l1",89.082643886934,1.07134560506283,0.227302109045039,4.71331132633947,2.43723391186104e-06,1.58766121492846e-05
"Lrwd1",105.815343561459,0.74155942874955,0.157353888580636,4.71268575208766,2.44473056511166e-06,1.59189914057372e-05
"Mier3",62.4917292601288,-1.04359706933104,0.221450782083021,-4.71254632525883,2.44640441939059e-06,1.59234362208632e-05
"Fkbp4",419.453632739192,-0.629804086765705,0.133747148183146,-4.70891600547092,2.49037661543297e-06,1.62030821993987e-05
"Fmnl1",839.431196257734,0.684100051028474,0.145342135476173,4.70682537302214,2.51604259784425e-06,1.63634446525385e-05
"Fbxw11",250.051119595754,-0.416307879550671,0.0884568796391084,-4.706336932177,2.5220755075514e-06,1.63960424740209e-05
"Sgms2",48.9027112582489,1.59079444281748,0.338118690958114,4.70484029826837,2.54064755446527e-06,1.6510098023839e-05
"Plk2",65.9296833009137,1.48186849829599,0.314975013702303,4.7047176246703,2.54217564441302e-06,1.65133479789126e-05
"Ctla4",30.4997932873261,-1.70633769855793,0.362708477909869,-4.70443290543085,2.5457256648325e-06,1.65297239611436e-05
"Hrh2",13.4639811339427,-1.81625499714901,0.38635039598886,-4.70105638820513,2.58819024841917e-06,1.67986618790326e-05
"Otud4",31.2789388197124,-1.28444393527294,0.273325674703725,-4.69931680097465,2.61033261280388e-06,1.69355343667534e-05
"Tbl3",104.382758850166,-0.777287623306507,0.165551470775913,-4.69514175659985,2.66421900822677e-06,1.72781647751937e-05
"Lmo1",29.2769235118879,2.36573588501472,0.503925199810726,4.69461714933741,2.67106502876255e-06,1.73155724866996e-05
"Mapk1ip1",61.4803597875549,0.850784900065821,0.181242424881758,4.69418184302528,2.67675850344585e-06,1.7345481484209e-05
"Hdac4",84.6202825875563,0.757927767643183,0.161503830868462,4.69293987373266,2.69306660562146e-06,1.74441217551222e-05
"H2-K2",155.519431551986,-0.676779821162366,0.144217993431836,-4.69275577240814,2.69549211096932e-06,1.74457636062092e-05
"Naip2",76.4608748091357,1.206392686574,0.25707350251239,4.69279281911158,2.69500385817993e-06,1.74457636062092e-05
"Hdac2",105.458683070568,-0.693981526964454,0.147906292587141,-4.69203517190172,2.7050060848118e-06,1.75002890642033e-05
"Il10",31.8248066573388,1.63001454357797,0.34766016285458,4.68852838989143,2.751767443071e-06,1.77956490360276e-05
