"","baseMean","lgFC_Treatment_6H_vs_Treatment_48H_Wash","lfcSE","stat","pvalue","padj"
"Vps18",241.52397780103,-0.679012969741139,0.178504429875425,-3.80389982598757,0.000142435798546354,0.000780089034039497
"Hnrnpa2b1",1236.28130572293,0.554379931159311,0.14575752196821,3.80343960073789,0.000142700798180094,0.00078123024273515
"Lefty1",4.30205473493569,-4.4543767640358,1.17147623074701,-3.80236205150778,0.000143323072946039,0.000784325709783245
"Mcm2",16.1717451397952,-1.55264884932916,0.40842284604418,-3.80157198444576,0.000143780952196413,0.000786519435567688
"A930005H10Rik",28.5763219321469,-1.59483191058975,0.419563517755799,-3.80116917486139,0.000144014928262925,0.000787175099174052
"Pi4k2b",113.275164317903,1.16976588315197,0.307733815405186,3.80122633455725,0.000143981704652679,0.000787175099174052
"Vapa",41.2637174653427,1.15538216170887,0.304004307273181,3.80054536750572,0.000144377980868328,0.000788846979825528
"Tmem106c",108.195801572714,-0.761149679539282,0.200307088965894,-3.79991383963891,0.000144746404591903,0.000790546871634956
"Cutc",34.4014817559867,1.03900495980318,0.273457499701946,3.79951166428291,0.000144981488785517,0.000791517459155119
"Gm16754",3.69844493732908,-4.83528784893741,1.27299789660975,-3.79834708432336,0.000145664252086157,0.000794930388362587
"Rnf4",427.92303905762,1.01858107869265,0.268209341661353,3.7977091788948,0.000146039521930073,0.000796663204645035
"Cebpa",362.864257761481,-1.14752121439457,0.302229948394777,-3.79684813000617,0.000146547507496764,0.000799118345227416
"Vmac",17.2654525011787,-1.73722700040645,0.457583088196129,-3.7965279863268,0.00014673680384576,0.000799834431393165
"Gm47815",7.43649674610933,-3.58597263874279,0.94463475624382,-3.79614725695866,0.000146962223352693,0.000800746774634183
"Timp3",18.0779490833982,2.37157538557283,0.624938043953938,3.79489680379842,0.000147704878908126,0.000804475526812677
"Cd93",82.2007909371177,-1.2673447690761,0.334075745936513,-3.79358509107974,0.000148487713703348,0.000808420086129201
"Wnt6",36.3741317313364,-1.84199770755167,0.485804621243305,-3.79164303303146,0.00014965391717671,0.000814447905865836
"Glg1",382.22148725729,-0.666071202924639,0.175683524829485,-3.79131283693856,0.000149853055210274,0.000815210074795326
"Pnlip",4.67942393417962,6.00197723729152,1.58350286626195,3.79031662346146,0.00015045537462204,0.000818164110479172
"Fam117b",24.5482003375077,-1.38351983014995,0.365044487096263,-3.79000335316697,0.000150645251146762,0.000818873871087756
"Acin1",239.857719349396,0.629686732802971,0.166166703952812,3.78948801308468,0.000150958095233033,0.000819928299935011
"Get1",22.9584698203603,-1.46766203854252,0.387294821663504,-3.78952146129566,0.000150937771503373,0.000819928299935011
"Cct8",519.509009501357,0.614966328519179,0.162482876625479,3.7848069980732,0.000153827911366229,0.000835186881231204
"Cryzl1",81.0629814358897,-0.740072940353301,0.19560631693224,-3.7834818014066,0.000154649637062859,0.000839318014523682
"E2f8",76.7870486450558,1.32021646635975,0.349124353095288,3.78150780561394,0.00015588133348883,0.000845670026272867
"Tmem106a",702.428850556526,0.8900560836379,0.235427360720573,3.78059746714954,0.000156452454625349,0.000848434773589354
"Rita1",14.8722443933667,-1.62317871591567,0.429380224000525,-3.7802828942436,0.000156650266384257,0.000848951155405942
"Tifa",190.331984631444,0.839015618914839,0.221947104696014,3.78025034417089,0.000156670748163492,0.000848951155405942
"Slc16a13",13.6152879050119,-1.64886037594879,0.436192548046369,-3.7801204613278,0.000156752500626119,0.000849060659064756
"Rbbp9",24.2628033865212,-1.37861572825425,0.365006973620464,-3.77695723065208,0.000158755980143537,0.000859575157794443
"Sfr1",376.960712534762,0.503168235929629,0.133254895537835,3.77598311790928,0.000159377786059202,0.000862603348949684
"Gm45193",3.03062608736794,3.93654002742046,1.04278517401123,3.77502492893909,0.000159991662782355,0.000865523944980884
"Mfsd3",35.279066970678,-1.00023348558761,0.264966363341948,-3.77494514009981,0.000160042880809382,0.000865523944980884
"Slc31a1",115.251810278466,0.67822485781071,0.179673070951082,3.77477189108302,0.000160154145893505,0.000865786283991692
"Nubp1",243.116218187132,0.669204574190072,0.177289999095434,3.77463239666352,0.000160243785781235,0.000865931558416733
"Szrd1",257.90009930414,0.538280194281071,0.142664150266309,3.77305856640418,0.00016125841448614,0.000871073252251681
"Pnpo",24.5716129936752,-1.43597443159424,0.380610192598824,-3.77282179909407,0.00016141157752859,0.000871559343868659
"Dock8",281.824809892907,-0.855932737305475,0.226929192070328,-3.77180533494435,0.000162070677375664,0.000874775847055812
"Vamp3",220.107814740229,0.68789634520242,0.18244192480209,3.7704948900788,0.000162924138708866,0.00087903848949062
"Pigs",217.895545650705,-0.534357157364082,0.141727222118836,-3.77032125074765,0.00016303754260778,0.000879306465135629
"Cep131",8.92870923459575,-4.16089611915922,1.10400857855717,-3.76889835819674,0.000163969636067317,0.00088398792465209
"Txn2",516.243799136945,-0.726172936154368,0.192745639954761,-3.76751939148822,0.000164877737103428,0.000888536430108943
"Xrcc1",55.3477805525859,-1.20579952066372,0.320069501204149,-3.76730527628319,0.000165019163627293,0.000888951339868074
"Armt1",42.107172658504,-0.999383935098103,0.265290253673942,-3.76713400231585,0.000165132374981134,0.000889213991116206
"Ppp1cb",160.052605821931,0.884833846452724,0.234909154665032,3.76670652837881,0.000165415252272604,0.000890389707511837
"Cct6a",494.029135549988,0.589448425877469,0.156525968526722,3.76581874193507,0.000166004194718313,0.000893211337883716
"Eif4g1",372.972663506795,0.731069075449208,0.194242917758653,3.76368458569781,0.000167428038701698,0.000900521334085234
"Il1bos",2.91399114412564,5.04156710810246,1.33957241968491,3.76356442848258,0.00016750854458218,0.0009006032272236
"Hspa5",1456.53346904582,1.13954119551096,0.302807401601158,3.76325409975251,0.000167716634751014,0.000901370741342027
"Atad2b",52.2201422035328,1.03893024510463,0.276099553883884,3.76288273736785,0.000167965970506683,0.000902359240307707
"Gm16556",3.27625767457953,-4.5877107078217,1.21930973238621,-3.76254743644461,0.000168191393809896,0.000903218555469567
"Asb13",13.6391790261223,2.78463937685306,0.740391961375074,3.76103404969627,0.000169212391628909,0.000908347920199386
"Wdr74",106.132962111438,0.81213368675895,0.215947883592844,3.76078558051615,0.000169380576106126,0.000908897093722332
"Slc38a10",292.444970607693,-0.626583411174163,0.166783169456233,-3.75687434899473,0.000172048827193239,0.000922855995318009
"Patl1",142.543995816403,0.8263123151841,0.220020938455511,3.75560762982194,0.000172921427075646,0.000927176062159194
"Ube2c",26.4769474776225,2.01374502285681,0.536239376668077,3.75530986808395,0.000173127148387334,0.000927918468978889
"9630028I04Rik",6.84093854106269,-4.36854855930352,1.16354047578363,-3.75453080509414,0.000173666486566074,0.000930447708219634
"Add1",312.74524044208,-0.576422082463575,0.153541658657997,-3.7541738672207,0.000173914118871487,0.000931412726689066
"Snx6",254.092631073841,0.59773330617589,0.159228342535493,3.75393787725105,0.000174078023629194,0.000931928759793696
"Epn1",533.980063342982,-0.662436268697691,0.176474616990685,-3.75371982664598,0.000174229597878088,0.00093223629032862
"Itpkb",269.078514868393,1.07393305945146,0.286102847772654,3.75366085242479,0.000174270614145949,0.00093223629032862
"Smim24",36.3348267820629,-1.20070761961647,0.319896668329707,-3.75342333474678,0.000174435898423779,0.000932758780873821
"Oxnad1",21.1368066815939,-1.41387303986961,0.37682077414744,-3.75211011937574,0.000175352405422091,0.000937296313523117
"Tmem41a",23.9898538079444,-1.29699691454618,0.345680335733916,-3.75201242440509,0.000175420768447739,0.000937298575331142
"Fn1",1110.9045452867,2.45383692265412,0.654247116982214,3.75062703214148,0.000176392912233472,0.000942127997356943
"Rwdd2a",9.41997548499202,-1.96060841207924,0.522799445548946,-3.7502113454244,0.000176685590478924,0.000943326008609611
"Mtr",26.9675315236826,-1.20217298116475,0.3207305649817,-3.74823329118428,0.000178084573715869,0.0009504273806515
"Agbl5",10.4910096512255,-2.18165462371721,0.58211961069301,-3.74777723279235,0.000178408596285024,0.00095176835233658
"Plekhm1",267.246006203215,-1.11461368243493,0.297413876403163,-3.74768553476638,0.000178473813242587,0.00095176835233658
"Sumo1",214.643218402108,0.698061093144207,0.186277188535325,3.74743197829523,0.000178654262967847,0.000952362523919789
"Rest",54.4285117984189,0.940481830742869,0.251005862360237,3.74685205317283,0.000179067626100283,0.000953869246261696
"Socs7",41.5517149905716,0.929312212039949,0.248025496760921,3.74684145048095,0.000179075191926485,0.000953869246261696
"Gm9762",19.6108084061988,1.89270971278158,0.505192004307658,3.74651557554925,0.000179307875088093,0.000954740040415024
"Gm16124",8.11614694269612,-2.42773375487761,0.648138029325583,-3.74570484222901,0.000179887993711902,0.000957459398630168
"Pdgfb",110.260597033815,0.9732377643148,0.259993339979424,3.74331805726955,0.00018160611474931,0.000966231376429417
"Eefsec",29.4486226444738,-1.13716198109284,0.303849509614534,-3.74251708530137,0.000182186141515919,0.000968943719488674
"Unk",59.2777884111516,0.718880552523172,0.192181281510417,3.74063772950856,0.000183553928571995,0.000975842003306065
"Mccc2",15.4452228679941,-1.63593654537102,0.437395863789576,-3.74017378947607,0.000183893064747229,0.000977268382608927
"Rpl34",2422.50979864397,0.71041325698854,0.189987102673098,3.73927096625562,0.000184554709907593,0.000980406922558779
"Aprt",839.033011853174,-0.712825213030388,0.190738283309232,-3.73719004209936,0.000186088274335021,0.000988173145775962
"Mertk",188.808796481991,1.3503681915477,0.361371922897234,3.73678226222272,0.000186390193337052,0.000989015041260755
"Sobp",8.75952449788903,-3.22487340929834,0.862998852152505,-3.73682236222541,0.000186360483013846,0.000989015041260755
"Mapk9",83.7703006269467,0.629706684690568,0.16863552123124,3.73412837398052,0.000188366402285373,0.000999116834267209
"Sdhd",658.682164551784,-0.705793263934428,0.18901769593636,-3.7340062814651,0.000188457790233466,0.000999217399715949
"Uevld",16.1657629794836,-1.75639286539446,0.470425875854878,-3.73362299045024,0.000188744959743382,0.00100035553769485
"Zfp369",41.0824229852165,-0.949885860877364,0.254453937249057,-3.73303660044224,0.000189185091241571,0.00100230319461164
"Hibch",10.2224287940581,-2.27508450300139,0.609676889954033,-3.7316233245661,0.000190249832536409,0.0010075572705076
"Arf1",1395.13667408206,0.519849431290833,0.139330623489631,3.73104934343111,0.000190683867553301,0.00100946839476797
"Ttc3",64.1807598943192,-0.957126925982752,0.256540927251713,-3.73089368716453,0.000190801732549817,0.00100970491072393
"Kcnn3",5.72493087274086,-3.81047459198226,1.0214507051502,-3.73045372896575,0.00019113524513193,0.00101108199457059
"Uba5",183.191399168946,0.573938434165209,0.153900786866047,3.72927550178646,0.000192031106650608,0.00101543163946025
"Ly6i",167.775552710563,-1.81573046308044,0.486899962620701,-3.72916533677146,0.0001921150717176,0.00101548640973793
"Dennd1b",53.3061454827899,1.16119958320741,0.311427599131143,3.72863415589068,0.000192520409205662,0.00101723920543903
"Nosip",143.997334235727,-0.636123908723021,0.170638083968825,-3.72791286638708,0.000193072102963829,0.00101976368012595
"Mtrf1",35.7106164863577,-1.03651830250377,0.278159273259384,-3.7263481830326,0.000194273995876751,0.00102571911485482
"Shpk",7.69586527853552,-2.68650480122748,0.721040641665165,-3.72587153343159,0.000194641523449002,0.00102726643362756
"Rap1gap",17.8370492120527,-1.8800867568052,0.504815023479552,-3.72430825027012,0.000195851506178914,0.001033257123994
"Thap6",29.5603879757596,-1.25827539369373,0.337882516442627,-3.72400267093248,0.000196088849207246,0.00103411382403026
"Alg10b",72.4700557455525,-0.812385850380151,0.218191847151668,-3.72326400360619,0.000196663687778535,0.00103674903958451
"Gpr160",27.4919870147023,-1.80147163314088,0.483916470380517,-3.72269129778602,0.000197110462724104,0.0010387073887478
"Hadh",195.521281544454,-0.695123476919417,0.186789545223055,-3.72142603639478,0.000198100891975376,0.00104352802813757
"Nr1d1",16.2181569117056,-2.59103526353779,0.696444721936022,-3.72037461398955,0.000198927486353671,0.00104748229073864
"Mtmr3",168.052604025148,-0.553569642510741,0.148823038789538,-3.71965017656699,0.000199498900062591,0.00104988430364063
"Retnlg",5.58751019174704,4.30765782176367,1.15810734053609,3.71956697879978,0.000199564622504949,0.00104988430364063
"Xpc",44.7589197793048,-1.12100046796362,0.301384147082269,-3.71950707698511,0.000199611954802071,0.00104988430364063
"Lcp1",2391.8656364283,0.787767687364592,0.211871515891229,3.71813872219151,0.000200696057009244,0.00105518399485501
"Fkbp4",136.464375964545,-0.651689735124736,0.175286926462591,-3.71784563901186,0.000200928975252118,0.00105600614955361
"Trim28",310.579535420929,0.761192071648702,0.204858717163546,3.71569285499829,0.000202647629340271,0.00106463316617608
"Elf4",151.035030571763,0.80383196225331,0.216406287450703,3.71445752211069,0.000203640071436364,0.00106943982700269
"Tmed4",200.730983202876,-0.523035340822751,0.140819048593775,-3.71423714366631,0.000203817598340098,0.00106996483512176
"Galnt2",222.359851691685,-0.785364572982595,0.21150230285793,-3.71326724281645,0.000204600635850589,0.00107366693503033
"Itgb5",697.356297091378,-1.31550961165571,0.354368934081728,-3.71225997861402,0.000205416828874947,0.00107754014112501
"Mettl23",54.3679718310412,-0.792312330062036,0.213529772443094,-3.71054734427345,0.000206811612999104,0.00108444432266653
"Slc35a3",160.576169598643,0.573037360900326,0.154488250328249,3.70926177028199,0.000207864435019896,0.00108955081517268
"Ttc9",9.64436263897743,-2.35435709434619,0.63503820900805,-3.7074258854814,0.00020937666487944,0.00109706056539186
"Cars",159.089573073772,0.958103908481226,0.25845191523056,3.70708767093685,0.000209656378981822,0.00109769237359894
"Ctrb1",4.45785387041125,5.90196065778728,1.59204414697485,3.70715891830136,0.000209597426000619,0.00109769237359894
"G6pdx",925.327735228076,0.444101273763501,0.119809714349815,3.70672174767761,0.00020995940430373,0.00109886188989919
"Hyi",101.01030554631,-0.988813753264029,0.266770453820602,-3.7066089557616,0.000210052891509314,0.00109893427806693
"Gm9895",8.43495812988221,2.43452389413339,0.656923965019,3.70594471167296,0.000210604241534403,0.00110123950220275
"Lpcat1",86.0093635018297,-1.21877138503905,0.328874507739989,-3.70588585115458,0.000210653163693321,0.00110123950220275
"Psma2",539.805669197649,0.984355647923651,0.265661667541489,3.70529800943119,0.000211142336623042,0.00110337866517102
"Rnpc3",11.5301724837871,1.56002137926853,0.421050519470862,3.70506936134178,0.000211332894311819,0.00110395630818851
"Ctla2a",6.97050228806285,2.84325985927365,0.767849964692386,3.70288466499143,0.000213161804836066,0.00111308866749371
"Klrg2",3.92199369774241,2.83849664521006,0.766832881042982,3.70158441999693,0.000214257344648987,0.00111838604872396
"Tfam",17.9961406250085,1.27897030958709,0.345663889355586,3.70004026735755,0.000215565259945018,0.00112478756664201
"Pank4",100.029052389963,-0.622478789861879,0.16827524278221,-3.69917035667286,0.000216305382020258,0.00112822270334649
"Pou6f1",14.9842489398202,-1.8445941396079,0.498700909081644,-3.69879843011457,0.000216622545591677,0.00112944997693983
"Mgat5",32.8459511780859,-1.26186071723724,0.341453966224174,-3.69555150051703,0.000219409997656109,0.00114355131381325
"Aar2",85.5482570857035,0.868207759277748,0.234976266457464,3.69487426269459,0.000219995627279577,0.00114572826776225
"Alg6",21.6960306510785,-1.53693709073469,0.415972573847575,-3.69480390622548,0.000220056550886527,0.00114572826776225
"Sfmbt1",86.8013740623378,0.683391482519148,0.18496132139587,3.69478049443914,0.000220076827310087,0.00114572826776225
"Adora2b",85.122611443631,2.82055972397173,0.763737574039769,3.69310064064605,0.000221536297836189,0.0011526426707085
"Bnip3",122.738918086221,-1.55026972445889,0.419786566655086,-3.69299507797889,0.000221628314295325,0.0011526426707085
"Fahd1",11.2256222602516,-1.86010239561261,0.503688235064242,-3.69296375440528,0.000221655625209456,0.0011526426707085
"Lcmt1",95.10370400181,-0.869280194353547,0.235420171308981,-3.69246267012798,0.000222092948593036,0.00115448165741881
"Ankrd52",15.3746906811932,1.35845697048633,0.367915574535431,3.69230623683616,0.00022222964222133,0.00115475711641637
"Creb3",144.611390001161,0.598892360537894,0.162204852892181,3.6921975505627,0.000222324660322908,0.00115481589375559
"Bhlhe40",290.071244859924,-0.961443162789319,0.260485730399164,-3.69096288428552,0.000223406738240318,0.00115999975941416
"Gorasp1",7.768910471039,-3.25603702706204,0.882630529931041,-3.68901473113153,0.00022512418551226,0.00116847752570622
"Akap12",1.90509783363507,5.12846999029341,1.39044541460605,3.68836484799833,0.00022569985893069,0.00117018631974122
"Iffo1",45.6286021213141,-1.13533833219455,0.307816921587245,-3.68835581338486,0.000225707871617235,0.00117018631974122
"Med10",327.932525096476,0.550294972058479,0.149197758366905,3.6883595174748,0.000225704586473548,0.00117018631974122
"Plekha5",18.0130831341573,1.2891726912847,0.349637126753384,3.68717333669779,0.000226758903057608,0.00117519377407316
"Kif21b",54.2203356695197,-1.16462366821479,0.315966810865704,-3.68590506396506,0.0002278912982788,0.00118061898274665
"Arl14ep",88.6643123718221,0.679011842157186,0.184286886344953,3.68453695010178,0.000229118787772188,0.00118653258112054
"Crbn",57.0764164576134,0.820093481144047,0.222589195377785,3.6843364286041,0.000229299218793229,0.00118702139679977
"Map3k6",26.1489184779245,1.1885172397306,0.322679798812807,3.68327129279041,0.000230259875070559,0.00119154735051516
"Tor2a",248.300149929379,-0.515281641887111,0.139953885114381,-3.68179591060286,0.000231596777433144,0.00119801617602837
"D16Ertd472e",47.0583670475846,1.75516342496664,0.477018117948386,3.67944813609061,0.000233739217573618,0.00120864551935744
"Ctns",88.2553959502983,-1.02817208076128,0.279450585988124,-3.67926256846346,0.000233909346309892,0.00120907206507728
"Rwdd2b",22.2656338872607,1.16770358940579,0.31740128792202,3.678950381867,0.000234195821754425,0.00121009945952212
"Arhgap25",724.401005726305,-1.27671078269893,0.347042518589645,-3.67883102015103,0.000234305440023749,0.00121021259849032
"Ift70b",7.1271439357271,-2.97369733412028,0.808525193300365,-3.67792786020901,0.000235136437169334,0.00121405025718119
"Abhd11",44.3941324997226,-1.27356051936965,0.346361958369425,-3.67696419481289,0.000236026154586214,0.00121818811398107
"Sdad1",74.1219522275559,0.847080045363638,0.230390279119074,3.67671782248173,0.000236254127766013,0.00121890873098725
"Misp",4.12638113989586,2.69184589252129,0.732218060046556,3.67628994612635,0.000236650541274859,0.00122049752053382
"Dchs1",4.51575585728894,-4.65352992660683,1.2661078741464,-3.67546085261035,0.000237420446377108,0.00122401064208467
"Pak1ip1",214.323143448789,0.605893981946558,0.164855792730768,3.67529688772336,0.000237572984007442,0.00122433951713361
"Gtf2h2",49.9425072052198,-1.23178289273177,0.335161351784834,-3.67519371243778,0.000237669015796014,0.00122437705075497
"Srgap1",3.24220324334096,2.85007046160298,0.775566473315063,3.67482422160502,0.0002380132232274,0.0012256925821744
"Amdhd2",192.32104682343,-0.782832327301116,0.213075690357817,-3.67396358536494,0.000238816782510012,0.00122891321578073
"Pabpc1",2825.88231129004,0.521975543540315,0.142073146125935,3.67399158654254,0.000238790598344922,0.00122891321578073
"Ptgs2",864.445469611365,4.21153123534958,1.14668380982071,3.67279209776937,0.000239914668658392,0.00123410244922117
"Senp1",43.7923354691183,0.788334841741737,0.214722956100009,3.67140456735591,0.00024122114974803,0.00124036041070586
"Amn1",36.3958822491112,0.998198933631317,0.272026430687238,3.6694924500884,0.000243032515000179,0.00124920885877141
"Psip1",38.3842201173892,0.9059921740154,0.247063742410597,3.66703817069898,0.000245376177904623,0.00126040300544329
"Tada3",78.4658443072992,-0.652913715363464,0.178050190920116,-3.66702058554039,0.000245393046725187,0.00126040300544329
"Cux1",273.871192759898,-0.694766870235879,0.189483436568643,-3.66663642383428,0.000245761831030644,0.00126182739892027
"Bola3",288.29229966382,-0.783824203029596,0.213789410556246,-3.66633782744529,0.000246048834080742,0.00126283099515548
"Snhg12",51.622967590352,-1.55979132129516,0.425463967236011,-3.66609499607735,0.000246282469020659,0.0012635600381588
"Pter",16.7401039945388,-1.80371112237996,0.492111342351115,-3.66525005045105,0.000247097037948252,0.00126726793142531
"Marf1",48.987315705943,0.987731745871666,0.269545783818155,3.66443033120498,0.000247889701898006,0.00127086076825897
"Mapk1ip1",32.274620344649,-1.11143209255855,0.303357699328737,-3.66376754246851,0.000248532358121004,0.00127366104099983
"Vwf",90.9703691878031,0.834070607173131,0.227659445343056,3.66367670762038,0.000248620555480759,0.00127366104099983
"Gucy1b1",4.53003915134484,2.76719445071892,0.755459170843773,3.66293051632194,0.000249346192224983,0.0012769042568433
"Epb41l4aos",67.436567696893,-0.850895553311518,0.23244619376164,-3.66061297688558,0.000251612578415168,0.0012880323309149
"Ncstn",315.339232318464,0.739362201607273,0.202067694325146,3.65898271901678,0.00025321841259365,0.00129577196592804
"Dnajb11",360.337816933698,0.507439612160324,0.138742704516155,3.65741473708434,0.000254771967242352,0.00130323843532647
"Ptpn1",644.583287783198,1.19395179434953,0.326495171630357,3.65687427592734,0.000255309523745045,0.00130550414736347
"Cdc14b",28.1691821186713,-1.29789034788268,0.355010192367231,-3.655924184115,0.000256257088569959,0.001309863947355
"Trmt2b",26.8252842134148,-1.45462396268147,0.398052190357671,-3.65435487586293,0.000257829448484843,0.00131741298936922
"Rxra",180.087909034446,-1.39225079420499,0.381133990801071,-3.65291689486614,0.000259278164189582,0.0013243248993556
"Grap",23.2047031840755,1.61993337955266,0.443545797379052,3.65223476160743,0.000259968055530212,0.00132735725170052
"Myl12b",207.359416537925,-0.698802194586908,0.19135901987421,-3.65178602527473,0.00026042283360667,0.0013291873519932
"Mob4",196.852175487439,0.551716406165476,0.151114566395142,3.6509809697817,0.000261240598392075,0.00133286808262466
"Dtwd1",49.8916301404224,1.17566998696558,0.322290008775736,3.64786358544445,0.000264429963052166,0.00134864168956291
"Jkamp",113.318481582438,-0.656778285158415,0.180157989427675,-3.64556846601622,0.000266801368084395,0.00136023343462391
"Tmem59",806.301496743569,-0.511010930561584,0.140225507128988,-3.64420811180612,0.000268216332904586,0.00136694219754402
"Pacs2",321.055405829363,0.652802611923864,0.179188349879485,3.64310856349151,0.000269365159392863,0.00137229015472081
"Blnk",662.2026271346,0.72683916772134,0.199535681726851,3.64265258940668,0.000269842920371097,0.00137421665907702
"Abcb1a",18.1093532641605,1.65544664754623,0.454568024117761,3.64180179800189,0.000270736487812492,0.00137825851876795
"Nostrin",20.7876532894614,-2.01726798174235,0.553937194076792,-3.64169079692219,0.000270853274117673,0.0013783444373764
"9130015A21Rik",3.106751978814,2.9993357489834,0.823688718607167,3.64134615568754,0.000271216178560527,0.00137968230067147
"Nars",513.267111611542,0.47586416977191,0.13069968504223,3.64089760138408,0.000271689185241953,0.00138157906361887
"Cpne2",182.48187192371,0.726233069019224,0.199486422349833,3.64051377765276,0.000272094546415771,0.00138313056829476
"Rnf130",1080.69030087658,-0.574352946375591,0.157881253909051,-3.63787930583862,0.000274892181490648,0.00139683702977716
"Sec22b",136.242591273829,0.706882528026059,0.194322742511443,3.63767266193473,0.000275112760055463,0.00139744316558364
"3110082I17Rik",37.6200791899605,-0.967690207378993,0.266057299047004,-3.63714963222277,0.000275671800829985,0.00139976745095711
"Ormdl3",129.076889568394,-0.789636167557867,0.217119123566127,-3.63687985926016,0.000275960563909855,0.00140071815294347
"Palm",31.405362334473,-1.80798560547992,0.497230930894505,-3.6361084822849,0.00027678780526755,0.00140440035361203
"0610009L18Rik",7.69683947934014,-2.14752982611045,0.590865560345624,-3.6345489908978,0.000278467340968676,0.00141240273382495
"Bcl3",200.498357269038,1.22225252456885,0.336356892908746,3.63379657244142,0.000279281089133173,0.00141600952064728
"Hap1",3.06830798334327,3.15488490582016,0.868618166159135,3.63207336518238,0.000281153158498916,0.00142497758069473
"Surf2",91.4768643634782,-0.802575084013934,0.221002442189873,-3.63152133551721,0.000281755358651968,0.001427505298554
"Ankrd66",46.9470327256822,-0.904311934956817,0.249113688048255,-3.63011740559854,0.000283292332831168,0.00143476542721688
"Ormdl2",93.2695633085458,-0.679283086628528,0.187147378021213,-3.62966926820386,0.000283784589900917,0.00143673108340295
"Dnmbp",32.1554897833373,-1.39524231524744,0.384469213325645,-3.6290092077299,0.000284511093875031,0.00143988079644164
"Brpf1",227.667079714241,0.532935182665087,0.146880439718572,3.62836047935456,0.000285226822724905,0.0014428161724061
"Efhd2",1877.90463277333,0.745246405643926,0.2053985721133,3.62829399433625,0.000285300269521879,0.0014428161724061
"Anxa5",4001.97951280941,0.698909691409453,0.192668646811388,3.62752166985241,0.000286154765150718,0.00144660723342591
"Birc6",86.5761346642344,0.764647142689574,0.210871408920021,3.62613000314134,0.000287700553725501,0.00145388895208681
"Cd22",143.701006199178,-1.02450376730291,0.282901433708172,-3.62141596058413,0.000292994985605576,0.00148010209498884
"H2-Aa",3297.67801898595,1.04222341715996,0.287844978569331,3.62078026283486,0.000293715893640014,0.00148320075719533
"2310040G24Rik",13.5890930937482,-1.83695629691678,0.507542591307588,-3.61931457256466,0.000295384384702096,0.00149047667939683
"Gm17435",3.24114453780844,3.14970397631505,0.870269065733119,3.61923007531208,0.000295480843588745,0.00149047667939683
"Rusc2",291.282097306494,0.961372772804585,0.265629067179296,3.61923031622014,0.000295480568535234,0.00149047667939683
"Tle2",18.842908892296,-1.49201605343387,0.412441723637043,-3.61751968320954,0.000297439717280251,0.00149963581097199
"Zfyve1",79.0584862868195,-0.682013972969388,0.188534195438254,-3.61745502657502,0.000297514005119624,0.00149963581097199
"Mapkapk3",158.487830519874,-0.705924193073854,0.195227300696699,-3.61590920201557,0.000299295277331208,0.00150806342076747
"Fyn",53.0944584115295,1.20067739214756,0.332117312775722,3.61522072460695,0.000300091828737882,0.00151097330995176
"Gm15513",7.77365089844269,-4.00399141205756,1.10753404572518,-3.61523099674636,0.000300079929549044,0.00151097330995176
"Svil",96.6192113834537,-0.933059569407151,0.258151224353668,-3.61439141628418,0.000301053954157475,0.00151526463026506
"Emb",760.030205156339,-0.899978949496809,0.249056708986705,-3.61355031614447,0.000302032710077661,0.00151908248932971
"Entpd5",46.1905626259566,-0.907399982389233,0.25110585562256,-3.61361538200509,0.000301956889219973,0.00151908248932971
"Mblac2",7.02090927290941,-2.91207914921194,0.805908550480866,-3.61341140688279,0.000302194639875406,0.00151934302176425
"Pierce2",9.24612733100325,-2.03776084577828,0.563999614613088,-3.61305361383308,0.000302612102137294,0.00152088763609694
"1600010M07Rik",6.92673466307784,-2.48726892815358,0.68851147150448,-3.6125308453011,0.000303223023962412,0.00152340307304641
"Slc66a3",392.254271464102,-0.936092639122494,0.259252212534764,-3.61074117736592,0.000305323235949865,0.00153339620064228
"Copg2",62.7863562920473,-0.74758229635589,0.207187197606395,-3.60824561069701,0.000308274582701298,0.00154765507385266
"Zc2hc1a",32.3352134787514,0.992478925213282,0.275075528782911,3.60802332946361,0.000308538751997536,0.00154841783286941
"Bcl2l13",22.3884626799683,-1.26417969429139,0.35039725236281,-3.60784705292845,0.000308748397863453,0.00154890650797244
"Ldb1",180.006651895947,-0.584430812678614,0.162021762177449,-3.60711304965648,0.000309622783510515,0.00155272843377356
"Gm6545",1.43816192187932,5.39999835908597,1.49782963776611,3.60521532150988,0.000311894221529401,0.00156298317479826
"Sh3glb2",127.82885137266,-0.667759368071876,0.185220159340248,-3.60521970421808,0.000311888957829861,0.00156298317479826
"Hnrnph1",202.666978890903,0.946455314601731,0.262552750099532,3.6048196571658,0.00031236976328453,0.00156479784105787
"Trim47",49.0446476571297,-1.66121173389668,0.460943157122727,-3.60394054717333,0.000313428780260354,0.00156953301360139
"Arid5b",107.054650348918,0.85044893345587,0.236099245625915,3.60208238362334,0.000315678281457449,0.00158022408236102
"Ly6d",30.6978695055419,2.0739850925342,0.575893918312217,3.60133181925668,0.000316591196293964,0.00158421913096537
"Zfp41",10.7333428008579,-1.81520266205185,0.504160812848519,-3.60044377863468,0.000317674515923253,0.00158906367718535
"Prkar2b",56.5014466170876,-0.845504579892621,0.234872837418079,-3.599839765156,0.000318413332904286,0.00159218207348588
