"","baseMean","lgFC_LMoDC_vs_LcDC","lfcSE","stat","pvalue","padj"
"Slc38a2",637.654813547073,-0.636049986600218,0.117917403641029,-5.39402977813623,6.88947928307726e-08,3.42939625972916e-06
"Itgam",749.399070432993,-0.665549097877243,0.123488727540282,-5.38955345264319,7.06329696127441e-08,3.50063139398118e-06
"Gls",96.2308795820262,-0.872137892862021,0.162372344027323,-5.37122191643218,7.82048962878445e-08,3.85912386487073e-06
"Tshz1",52.7694759645527,-1.15199523531435,0.214856083844872,-5.36170637898297,8.24394643889647e-08,4.05054937314573e-06
"BC147527",12.7802441085869,2.60014793591972,0.486121394253354,5.34876260674219,8.85576093799926e-08,4.33248149923835e-06
"Nfe2l1",302.233238730677,-0.891679376526352,0.166878597295297,-5.34328182869667,9.12786762050909e-08,4.44651978658902e-06
"Serpinb2",746.633632333856,-1.20922338299439,0.226726533971213,-5.33340038245336,9.63904531293196e-08,4.67555223498346e-06
"Pnp",514.05594581702,1.25002563564389,0.234428594549697,5.33222339213782,9.70174837370659e-08,4.68602668270684e-06
"Asns",269.188925829318,-1.16240879906588,0.218031497749567,-5.3313801494912,9.74691392320223e-08,4.68797771352667e-06
"Aldh1b1",36.0501920089077,1.84410063472655,0.345948474410526,5.33056443699825,9.79079854827671e-08,4.68929885091623e-06
"Gclm",1238.42574861783,-0.787051546800241,0.147846481426972,-5.32343779306648,1.01824284685338e-07,4.8564645235488e-06
"Ddah2",30.041343122827,1.35198667868187,0.254618878598226,5.30984460431635,1.09718743847705e-07,5.21118317133329e-06
"Flna",823.558452169652,-0.52407443268669,0.0989077955808422,-5.29861604546973,1.16683708342075e-07,5.51063267519628e-06
"Pgap2",127.980120013714,0.888394651543167,0.167680582645375,5.29813671641408,1.16990359452364e-07,5.51063267519628e-06
"Hbb-bs",3505.10002689238,2.16720858437745,0.409243712282811,5.29564296122841,1.18598365473235e-07,5.56338587666421e-06
"Add3",430.307628704714,-0.595864346130684,0.11270055338195,-5.28714658668317,1.24239079362964e-07,5.80410354778042e-06
"Hmgcr",163.256384251133,-1.22786621361694,0.23245960374472,-5.28206274912755,1.27737429106099e-07,5.94317940563438e-06
"Ms4a6b",169.973469269656,0.930039310232221,0.176336187111576,5.27423965248689,1.3330761324249e-07,6.1771279811022e-06
"Znrd2",122.376814038077,0.712341703174089,0.135111173782162,5.27226344967287,1.34751458452929e-07,6.2187525299795e-06
"Hspa1a",59.4228773957202,-2.32485654416219,0.441192175271497,-5.2694872540102,1.36805369580331e-07,6.28808228970241e-06
"Slc3a2",1466.76166303105,-0.719396749804986,0.137050709743715,-5.24912823253713,1.52820673303344e-07,6.99599540154543e-06
"Brpf3",62.8780480165438,-1.1145305185107,0.212576949303841,-5.24295095098801,1.58028559060239e-07,7.20547017891066e-06
"Tmem106a",53.6191806111608,1.30286311546231,0.249409354684312,5.22379409991018,1.75293692906185e-07,7.96084783042871e-06
"Egr2",50.9300464741031,1.4721957225462,0.281984571695583,5.22083784121181,1.78115454136463e-07,8.05689707024423e-06
"Mef2b",124.420025921145,1.06354792554299,0.20399522337009,5.21359229874463,1.85218306618892e-07,8.34507303220848e-06
"Tor1aip1",481.304998913127,0.577853609797436,0.110928555674517,5.20924126599968,1.89614419126534e-07,8.50950694339905e-06
"Stip1",370.803873135055,0.547288654866682,0.105239797861513,5.20039629482061,1.98864053754303e-07,8.88961313233453e-06
"Plac8",140.260431807913,1.26425830290592,0.243381593765844,5.19455182844377,2.052135991126e-07,9.13761646986144e-06
"Mars1",294.936386734297,-0.460013913261961,0.0886769601854522,-5.18752460954822,2.13107770744664e-07,9.45220030629737e-06
"Nup210",426.136015934056,0.581591866955495,0.112157170471771,5.18550766312239,2.15427228602737e-07,9.51804255365347e-06
"Pcnt",132.278653955171,-0.756640274510161,0.145946636779594,-5.18436252596096,2.16754956420771e-07,9.53336412172238e-06
"Xpot",203.819645617653,-0.68554348809038,0.132248088039865,-5.1837686143616,2.17446677046041e-07,9.53336412172238e-06
"Junb",1041.53421489842,0.552677241283914,0.106634598009706,5.18290734526528,2.18453576150179e-07,9.54081346565474e-06
"Alas2",41.8399190515816,2.64272561883583,0.510064828830801,5.18115633436956,2.20514570972211e-07,9.59406715462683e-06
"Napsa",1154.87064244451,0.611187923636784,0.118038091864093,5.17788718865851,2.24412855406475e-07,9.72654805619167e-06
"Tspan31",180.746185301083,0.70074868285148,0.135387443161008,5.17587648079094,2.26843502751832e-07,9.79465563586412e-06
"Trim14",38.102376849478,1.49049960065999,0.288077797985482,5.17394818720151,2.29198406436413e-07,9.85899107535348e-06
"Mlkl",69.2109797935613,1.21728742514693,0.235385873320454,5.17145488799031,2.32278352534662e-07,9.95391331031057e-06
"Etnk1",437.28418871309,0.613471545018538,0.118795715403779,5.16408814016051,2.41613834983108e-07,1.03151914043912e-05
"Ptma",2034.14641097612,0.48943889127929,0.0948544418699432,5.15989427200858,2.47089342064319e-07,1.05095948141462e-05
"Aida",150.784560483172,0.799460927582491,0.155084090578903,5.15501573757977,2.53609628982551e-07,1.07468258764762e-05
"Anxa5",527.365087677709,-0.527541684681975,0.102518210660667,-5.14583390874941,2.6633499527252e-07,1.12442689300424e-05
"Cd52",3116.8484346666,0.866370177012007,0.168392181743195,5.14495487880344,2.67585118312046e-07,1.12553607514355e-05
"Eif1",1584.42318965892,-0.61463861938392,0.119523493062384,-5.14240843900968,2.71238640932507e-07,1.13670928970208e-05
"Lrp12",54.1384936795607,-1.60107907015847,0.312337573785303,-5.1261173952098,2.95778219750443e-07,1.2350094970459e-05
"Gmppb",60.2513311621788,1.0587990819282,0.206683367797405,5.12280738025352,3.01019815912326e-07,1.25230835094329e-05
"Jaml",60.6487985568703,1.2128386350009,0.236984505087295,5.11779719334029,3.09124734000935e-07,1.28135012468242e-05
"Ssbp4",98.4742778675619,1.17699642429126,0.230529171919183,5.10562899477154,3.29695989334028e-07,1.36166832696325e-05
"Snhg12",239.469283593265,-0.99257326849863,0.195182221026326,-5.08536721879374,3.66915453972273e-07,1.50991670029962e-05
"Flcn",167.54647531245,-0.688782673160171,0.135507629009275,-5.0829807752966,3.71557321022768e-07,1.52006478560109e-05
"Nr4a1",147.797835451057,1.00432603653566,0.197595789587863,5.08272994394487,3.72048491255992e-07,1.52006478560109e-05
"Slc28a2",104.173308014038,1.02342960225633,0.202050129402942,5.0652261658063,4.07915761135027e-07,1.66065420042078e-05
"Phlda1",131.689980803772,-1.32231988814173,0.261109279032253,-5.06423936002059,4.10034199494671e-07,1.66333802136646e-05
"Npc1",106.408286271102,-0.925471296419792,0.182823639475991,-5.06209863818694,4.14666375930802e-07,1.67616383660823e-05
"Apobec3",1258.80086162034,0.502104294095218,0.0992954620691161,5.05666909274988,4.26642587187045e-07,1.71848015948591e-05
"Plaat3",103.35435979043,1.09848091818609,0.217469776913315,5.05118887680635,4.39068640358569e-07,1.76039778960646e-05
"Ptgir",126.877837139153,-1.12357680753843,0.222458552751686,-5.0507242524076,4.40138056003019e-07,1.76039778960646e-05
"Nupr1",50.2808693855887,-1.17473947423962,0.232724723811149,-5.04776396337201,4.47010927735916e-07,1.78163551232927e-05
"Clip1",166.396629648546,-0.677736809236148,0.134771615408553,-5.0287800378561,4.93610229141888e-07,1.96050975679038e-05
"Ahctf1",216.753829942165,-0.629980691645389,0.12540510895788,-5.02356480434128,5.07210993076752e-07,2.00753406600066e-05
"Mvb12a",185.48252720852,0.842924798196143,0.168333449287769,5.00747059935276,5.51499723343887e-07,2.17527520636573e-05
"Pou2af1",310.980643233044,0.89524630749034,0.178937583169339,5.00312059453221,5.64096275226961e-07,2.2172873935559e-05
"Dph3",206.735470056105,-0.56940107058748,0.113968801545417,-4.99611352287995,5.8497233014025e-07,2.29144315851158e-05
"1810037I17Rik",622.729587263066,-0.598989068925482,0.120018676090522,-4.99079883595536,6.01300946478347e-07,2.34733886606393e-05
"Rnf114",877.41717945727,0.561350400298406,0.112498012180523,4.9898695045173,6.04200952069672e-07,2.35060977905877e-05
"Cd37",713.320785503808,0.780599129959964,0.156852972460975,4.97662950030594,6.47009951217031e-07,2.50859402514386e-05
"Sp140l1",59.4549655682066,1.34734085894988,0.27126776329065,4.96682997863726,6.80562048703809e-07,2.62973789599143e-05
"Fcmr",1444.41853010327,0.799219017557646,0.161224535327044,4.9571798481939,7.15237636299538e-07,2.75438980276298e-05
"Gngt2",227.54295109893,0.718840798900323,0.145190006758494,4.95103495722008,7.38198407683715e-07,2.83324028592144e-05
"Ier2",485.280547103637,0.494834763554392,0.100023781931819,4.94717110268531,7.52997838008462e-07,2.8803430723015e-05
"Hba-a1",1130.61006951556,3.14776802926215,0.63652636334567,4.94522805421138,7.60547749798237e-07,2.8898279333167e-05
"Txnrd1",532.529338794179,-0.776847528367425,0.157078738348938,-4.94559312439675,7.59123691528392e-07,2.8898279333167e-05
"Gm15725",53.4871320012689,2.26453742774946,0.458220239794496,4.94202837649655,7.73139594127282e-07,2.91821795809831e-05
"Stard4",96.419404156502,-1.37821667220708,0.27887396987269,-4.94207714271884,7.72946183723605e-07,2.91821795809831e-05
"Rhoh",309.479811635072,0.636312397586608,0.128981609245572,4.93335756398507,8.08279907999572e-07,3.04078636016077e-05
"Abhd8",110.866298792752,0.69130464730939,0.140194198423041,4.93105032223482,8.17886593618117e-07,3.0668056844253e-05
"Cd79a",140.967063064392,1.10732905071346,0.224596088668626,4.93031315584148,8.20979053604213e-07,3.06830827279817e-05
"H2-T10",105.029660108095,1.04637847311686,0.212500163705658,4.92413019768886,8.47364072408326e-07,3.15656962790278e-05
"Mxd1",225.650084295969,0.927865039708596,0.188943103064589,4.91081719660023,9.06976119850737e-07,3.36762892188226e-05
"Skap2",308.473383684607,-0.479504607643329,0.0977296948619317,-4.90643717163706,9.27456793107982e-07,3.43249350150581e-05
"Itm2c",498.242125760304,0.705154829035159,0.143807836842249,4.9034520268091,9.4166948371675e-07,3.47381567795703e-05
"Bank1",287.208473601148,0.886479350466834,0.181006642869021,4.89749622674514,9.70654975806901e-07,3.56919228039447e-05
"Apobec1",109.042228895493,0.817103753834441,0.167012082907126,4.89248286478065,9.95717875807941e-07,3.64957815637772e-05
"Snx2",564.857797786769,0.618476530696814,0.126451693773166,4.89101025254958,1.00319738318941e-06,3.66520736249232e-05
"Dapk2",37.4377512838687,-1.37859164077459,0.281975908834527,-4.88904050871807,1.01328644953344e-06,3.66681023435928e-05
"Selenow",301.00863560659,0.793385528669414,0.162254554308606,4.88975814608201,1.00959943926684e-06,3.66681023435928e-05
"Snrpa1",231.359371480924,0.486139429885186,0.0994254688781534,4.88948591714416,1.0109965489445e-06,3.66681023435928e-05
"B4galt5",403.27420171052,0.525090501057184,0.107473300291898,4.88577627774559,1.0302212916508e-06,3.71629509605298e-05
"Mylip",102.132944170292,0.830903920893243,0.170279951888378,4.87963445889342,1.06282643920552e-06,3.82181658690969e-05
"Cd33",74.0895115035364,-1.05630558761914,0.216816491664173,-4.87188764798968,1.10537025423641e-06,3.94966151427771e-05
"Pttg1",148.016853319007,1.00066239769682,0.205420821530904,4.87128028327099,1.10877417718121e-06,3.94966151427771e-05
"Rfc2",237.21816006022,0.543862299045352,0.111618944471305,4.87249097025074,1.1019989441354e-06,3.94966151427771e-05
"4933412E12Rik",34.697624652692,1.34255025276787,0.276449315750509,4.85640649579145,1.1953518721987e-06,4.24480248946821e-05
"Lbh",273.545068405163,1.01363910625822,0.208911223713739,4.85200884968805,1.22217168084484e-06,4.32656366147524e-05
"Csf2rb2",1269.71893481012,-0.561716333077814,0.115862281773401,-4.84813801765442,1.24625685787656e-06,4.39816777799844e-05
"Mvd",98.1397187197149,-1.09871850713249,0.226664364452982,-4.84733676501849,1.2512991558161e-06,4.4023330485024e-05
"Sfxn2",35.9622859211925,1.25991061986955,0.260148549932129,4.84304302368108,1.27865588050702e-06,4.48473796366138e-05
"Epb41",318.739290438458,-0.509711323832727,0.105274581894847,-4.84173211290309,1.28712210177611e-06,4.50058430617972e-05
"Ccl3",1287.53147328734,-1.68887279279961,0.350465515852155,-4.81894142621458,1.44321912932723e-06,5.01562648024422e-05
"Selenos",381.276653211105,-0.449485669268088,0.093269238245643,-4.81922740790783,1.44115211648873e-06,5.01562648024422e-05
"Eif3g",955.936600722254,0.350762438135861,0.072889348380226,4.81225921112801,1.49233620791985e-06,5.17055940245543e-05
"Ifitm3",747.827230113908,1.42546235233895,0.29641400286579,4.80902500744665,1.51668233645039e-06,5.23898847066605e-05
"Pnkp",214.198971081191,0.666907129006579,0.139024096465802,4.79706141568509,1.61010246076857e-06,5.54488155598215e-05
"Rad23a",285.279388074567,0.532277096852219,0.111006175617089,4.79502238405444,1.62656667298103e-06,5.58470888714179e-05
"Marcksl1",691.918940851788,1.01843078814984,0.212697032003267,4.78817583187619,1.68304157248012e-06,5.7543623153945e-05
"Prdx2",466.851637806605,0.651388532338164,0.136068391095692,4.78721418760708,1.69112323507076e-06,5.7543623153945e-05
"Pstpip1",190.687137593157,0.582506208615082,0.12167767673756,4.78728904293152,1.69049281432957e-06,5.7543623153945e-05
"Marchf5",302.411267015391,0.620414698479874,0.129761540359617,4.78119091959355,1.74259766754346e-06,5.91186631319282e-05
"Nlgn2",29.2979289921903,1.15049829550989,0.240829684030606,4.77722794073708,1.77728269428505e-06,6.01164552882947e-05
"Rhbdd1",29.5582751849217,-1.27787046096801,0.267727492528755,-4.77302666565243,1.81477751950346e-06,6.12031033870414e-05
"Klf6",267.712829063979,-1.05115593416619,0.220338803150338,-4.77063467322631,1.83646352395315e-06,6.1751763154991e-05
"Fip1l1",289.200456139636,-0.546522885125331,0.114597847218798,-4.7690501906364,1.85096544287772e-06,6.20563384804798e-05
"Taf10",446.798563079678,0.430504653862154,0.0903300108873026,4.76590946500892,1.88003670256227e-06,6.28461535850655e-05
"Nfkb1",877.50871026877,-0.608227173184654,0.127649643987613,-4.76481683915762,1.89025276404114e-06,6.30028984131725e-05
"Ablim1",380.708368858383,0.628549144092931,0.132188363883621,4.75495062974157,1.98494918312678e-06,6.59662849517848e-05
"Tor1aip2",279.452790456961,0.912330172890242,0.192277076465007,4.74487229400058,2.08637920820382e-06,6.91355714951027e-05
"Jpt1",743.810625548625,0.406186214308224,0.0856524539695258,4.74226009277844,2.11347039457966e-06,6.98302870371409e-05
"Cyb5b",214.40438955966,-0.736315504645001,0.155650022365717,-4.73058399513072,2.23874872204491e-06,7.37557707589305e-05
"Abcg1",72.2548048846754,1.16385372342515,0.246952962781311,4.71285588282573,2.44268959191364e-06,8.02427050669269e-05
"Cd86",69.5083277648415,1.05949969683285,0.224883245451535,4.7113322947004,2.46102573359188e-06,8.06127366011892e-05
"Gabarapl1",140.638030626993,-0.68990245251876,0.146480249299255,-4.70986672823932,2.47878822577872e-06,8.07561068883156e-05
"Tpi1",627.424238250383,0.732127009403369,0.155447502823964,4.70980231977393,2.47957166513821e-06,8.07561068883156e-05
"Cx3cl1",151.84509176995,-1.33129974975465,0.283248436430869,-4.70011332288349,2.60017159832456e-06,8.44426098270703e-05
"Lamtor3",108.584674128763,-0.798712381067896,0.170035406575592,-4.69732979238541,2.6358467336717e-06,8.53580026054651e-05
"Hba-a2",748.228191313393,3.08654405685153,0.657893218473154,4.69155779415817,2.71132656446308e-06,8.75535736779452e-05
"Zfp746",132.172064646534,-0.676468955132595,0.144242383016463,-4.68980712177631,2.7346269721799e-06,8.80565334911829e-05
"Adgre1",442.062722214162,-0.633996587962938,0.135234483379322,-4.68812814690636,2.75715356113987e-06,8.85318125167136e-05
"Egr3",77.1400337380456,1.27901573017885,0.272902901354049,4.68670623812651,2.77637028979542e-06,8.88984408240953e-05
"Bcl11a",167.583635028077,0.931542078421411,0.19907850561116,4.67926999733914,2.87898117543863e-06,9.16690123430865e-05
"Ets2",148.41799438826,-0.887492150717428,0.189641444275604,-4.67984281657149,2.87094936212194e-06,9.16690123430865e-05
"Cd74",6892.73925558368,0.916226939036887,0.195966945990673,4.67541571567122,2.93358744379712e-06,9.30411731600656e-05
"Tomm40",336.22128926595,0.48292883934766,0.10329853353986,4.67507933364137,2.9384000647095e-06,9.30411731600656e-05
"Fuca1",249.887932997938,0.478425513839452,0.102380442030044,4.67301668515022,2.96807644153179e-06,9.35956902835648e-05
"Marchf8",53.2229007573024,-1.1358352831626,0.243077845293624,-4.67272236098101,2.97233440500486e-06,9.35956902835648e-05
"Nlrp3",131.171252205179,-1.21942241731258,0.261131363087438,-4.66976621611041,3.01542700099778e-06,9.46910534004784e-05
"Clcn6",46.3127073777982,-0.980973020707415,0.210434855880458,-4.66164702897261,3.13688847786707e-06,9.82345927450735e-05
"Ube2l6",102.25313947343,1.85493809527113,0.397967427525156,4.66102994108451,3.1463094424174e-06,9.8259674887989e-05
"Zmiz1",311.359572779426,-0.508127701490578,0.109282807738291,-4.64965818509566,3.32485595674239e-06,0.000103552002871329
"Lamp1",1493.07572293901,-0.382899141673762,0.0824416176594212,-4.64448845794822,3.40920106576796e-06,0.000105889599315229
"Gbp8",77.9977937580625,1.3296681294348,0.286582875963943,4.63973335797667,3.488590035987e-06,0.000108060972337543
"Plscr3",99.2126658010615,0.983676261358702,0.212089114992134,4.63803275050295,3.51741060134383e-06,0.000108658437519562
"Ankrd33b",108.818462839008,-0.784031189910416,0.169155063824238,-4.63498503790033,3.56963298027078e-06,0.00010997363876245
"Cd2",179.800497136034,0.887795525725835,0.191579311704508,4.63408871149496,3.58513240995587e-06,0.000110153434881636
"Ndel1",192.634561391284,-0.569017108547303,0.12294331279485,-4.62828840066148,3.68700324181417e-06,0.0001129788977243
"Pnpla7",192.673447512897,-0.594908736702949,0.128612530293016,-4.625589243502,3.73534924382709e-06,0.000114153474612292
"Gpr171",121.595361882031,0.761976374994173,0.164770215170903,4.62447884894631,3.75541401694413e-06,0.000114154571677723
"Hdac1",273.01006261379,0.661225727640681,0.142968350119597,4.62497977410768,3.74634956622781e-06,0.000114154571677723
"Eif3c",1426.84668150523,-0.297707571955618,0.0644215764414524,-4.62124009377791,3.81453005808982e-06,0.000115643159925973
"Cops6",165.222913081623,0.856894065729544,0.185764694150274,4.61279291874677,3.9729407487686e-06,0.00012012613155229
"Ccn3",14.9523276473094,-3.06138062034902,0.664566028070308,-4.60658608932857,4.09333638064667e-06,0.000123438998420612
"Ddit3",167.473392695815,-0.65578979969558,0.142398634112797,-4.60530962099058,4.11852619975139e-06,0.000123870923881177
"Gm13822",10.0973844229308,2.39703180874178,0.521571707569623,4.59578572601507,4.31121565788479e-06,0.000129325124432181
"Ms4a7",28.2851684972612,-1.92207363442629,0.418279207283428,-4.59519287824386,4.32349159377547e-06,0.00012935296765734
"Lonrf3",23.1987047021647,-1.43777859574892,0.312949430545539,-4.59428410923312,4.34237426535317e-06,0.000129577812174766
"Mvk",61.3983559757273,-1.08496212490626,0.23622985089912,-4.59282398383083,4.37287875656769e-06,0.000130147375838421
"Ppp2r5a",593.031936109154,-0.341665006207444,0.0745034151034801,-4.5858972468966,4.52040893064934e-06,0.000134187868230395
"Dock10",392.76783002869,-0.577524036222997,0.125984548165952,-4.58408626002499,4.55975984383649e-06,0.000135004421973746
"Itpkb",148.006015767898,0.630773006580259,0.137772023110477,4.57838240550807,4.68585470266815e-06,0.000138378387968172
"Polr1g",101.864780069069,0.663852572707579,0.145288245306828,4.56921047745893,4.89564943804404e-06,0.000144200278925747
"Gm4707",37.9413032173251,1.19112840362469,0.260748476770321,4.56811260559691,4.92135634471502e-06,0.000144583868488161
"Sgpl1",318.390565455713,-0.678487832481466,0.148552117100528,-4.5673386938156,4.93955528754313e-06,0.000144745477436257
"Coro7",201.721203543834,0.591401311758946,0.12967381942036,4.56068398696437,5.09872650143365e-06,0.000149026624076518
"Gem",78.5524714255102,0.835350720458292,0.183387653021176,4.55510884564204,5.23584597426751e-06,0.000151919650907624
"Lynx1",74.1370826358825,0.844582818652828,0.185397114464961,4.55553378535699,5.22527158212244e-06,0.000151919650907624
"Mxd4",145.595652975003,-0.64727362762694,0.142100697263794,-4.55503484564435,5.23768951721172e-06,0.000151919650907624
"Plk2",53.6067017361638,-1.56967166643547,0.344711089026273,-4.55358622453783,5.27390406278095e-06,0.000152581808151371
"Lrrc25",129.63707650894,1.08548855986433,0.238688539782705,4.54771963854035,5.42303120996815e-06,0.000156499070284625
"Pfdn6",414.905367206184,0.551547726320269,0.121568596656557,4.53692599478175,5.70801253165589e-06,0.000164307158707943
"Grb2",877.019955472369,0.457332855215563,0.10082311992418,4.53599189907515,5.73333807873281e-06,0.00016462045531354
"Ncaph2",234.146323724191,0.605642694229456,0.13359683928326,4.53336094984506,5.80524873155448e-06,0.000166266407766305
"Syk",743.511587881186,-0.558847560637408,0.123443805759582,-4.5271413757756,5.97869438265777e-06,0.00017080485530806
"Kmt5b",95.5913252870767,-0.883764621209498,0.195241572675714,-4.52651865633856,5.99633078921049e-06,0.000170880436665526
"Asb2",94.3385676885989,-0.810409224053076,0.179177173216173,-4.52294904259561,6.09839261190167e-06,0.00017335555457124
"Mknk1",206.508973813192,-0.604765364936334,0.13374867385942,-4.52165503765659,6.13579949412938e-06,0.000173985020979057
"Plxna1",57.3796135372098,-1.2071289320067,0.267176440201583,-4.51809647248809,6.23980548036002e-06,0.000176495143103285
"Aqp9",98.2533936716099,-1.29716347747245,0.287471878435113,-4.51231433326178,6.41240603977299e-06,0.0001809282585331
"9330175E14Rik",31.2612770673194,1.24841781918775,0.276702778893278,4.5117646601925,6.42904983756468e-06,0.000180949973082469
"Mia2",434.351724216392,-0.487899239204771,0.108194296906094,-4.50947280177105,6.49889255340292e-06,0.000182465212355271
"Traf4",68.4590514513109,0.837432661843291,0.185866861654481,4.50555120148337,6.62008735342165e-06,0.000185411242608485
"Nedd4",375.600543293403,-0.585450904229522,0.130042683315175,-4.50199034120672,6.73200418043096e-06,0.000188083616795913
"mt-Nd1",92.8386552191995,1.82168412799376,0.404747149958852,4.50079544273248,6.76996340668371e-06,0.000188681694065495
"Ptpn6",1094.0634189864,0.497379277730748,0.110626170901443,4.49603627855712,6.92319290560026e-06,0.000192481648612042
"Sidt1",38.263817047573,1.21483984748255,0.270262226088885,4.49504122371511,6.95564705289267e-06,0.000192913432496164
"mt-Co1",17.8142532157655,2.2904519299938,0.512342423659754,4.47054903951285,7.80190514299781e-06,0.000215859021177262
"Tcp11l1",57.2171872230496,-1.09137529949323,0.244271175094599,-4.46788410081777,7.8997083627238e-06,0.000218035776335808
"Upf3a",155.253071791557,-0.747904454519949,0.167694301573124,-4.4599276630388,8.19873200761925e-06,0.00022574238201655
"Fkbp5",119.966498596915,-0.79570315912965,0.178458169073093,-4.45876567748347,8.24329769102564e-06,0.000226422531036148
"Csf3",81.9733801866484,-2.24855987067151,0.504395701194048,-4.45792829984182,8.27555713044834e-06,0.000226762201273992
"Gabpb2",97.1771627280506,-0.791676262036969,0.177619952801039,-4.45713586538201,8.30619626467229e-06,0.000227055950170262
"Mafg",161.301771380247,-0.728502677642033,0.163590116578115,-4.45321938073301,8.4592244165292e-06,0.00023068588307181
"Crip1",872.381322229661,0.791871233870494,0.177850825707441,4.45244620439995,8.48975141823572e-06,0.000230965814836441
"Kcmf1",340.158981284615,-0.46787306926671,0.105293752598445,-4.44350265538564,8.85060635359547e-06,0.000239071236551267
"Parp3",124.860858221898,0.814174827345648,0.183196849422441,4.4442621688772,8.81940077075048e-06,0.000239071236551267
"Rgcc",178.356547875501,0.818176595205027,0.184125126623829,4.44359012920914,8.8470070108771e-06,0.000239071236551267
"Abcc5",141.839778701784,-0.580568642839796,0.130704573085959,-4.44183879058294,8.9193375286043e-06,0.000240358223377211
"Zfyve26",123.182701780877,0.589176216471056,0.132740187706749,4.43856699805692,9.05597957265383e-06,0.000243464884784625
"Gm8172",24.1377729477902,1.62203899280372,0.365784659761776,4.43440956179,9.23249656281927e-06,0.000247626419575475
"Niban3",191.971189598659,-1.07400874328654,0.242594908991369,-4.42716934065897,9.54777748852334e-06,0.000255481491999243
"Hck",355.773818019715,0.689864755308559,0.155909427063369,4.42477897778539,9.65410724615839e-06,0.00025736429201859
"Rtn4",453.158373734065,-0.544527668280276,0.123068959875507,-4.4245735791633,9.6632965158309e-06,0.00025736429201859
"Tbc1d20",243.049215287552,-0.565829586837105,0.128138018985471,-4.41578222698497,1.00645370513258e-05,0.00026742577586961
"Trim34a",77.5163115288561,1.22410701313569,0.278427015659533,4.39650947748745,1.10005559727321e-05,0.000291617064030637
"Mindy1",166.89655524121,-0.718609353126286,0.163531494028922,-4.3943177881026,1.11121162474529e-05,0.000293890981681474
"Gzmb",87.5205434388967,0.876241835712701,0.19958675768471,4.39028042680524,1.13204574721102e-05,0.000298708089640241
"Bckdk",105.71526893236,0.711424952815929,0.162114380290258,4.38841360983618,1.14180472798527e-05,0.000300587346288779
"Ptms",238.86120701129,0.547706055662411,0.12504361708865,4.38012006061943,1.18613937642001e-05,0.000311539233912711
"Fam107b",445.719213266103,-0.896189264549314,0.2047023410666,-4.37801179937526,1.19766867873191e-05,0.00031384425905437
"Cep78",26.678620514321,-1.44804222399154,0.331003975477709,-4.37469737909253,1.21601053007032e-05,0.000317919817253936
"Epc1",94.5457325404754,-0.855741973644445,0.195801016888831,-4.37046746355923,1.23980828223167e-05,0.000323399876639791
"Chd4",892.987257007281,0.376499367663658,0.0862060669121425,4.36743469630009,1.25714366681676e-05,0.000327173074384572
"Dctpp1",161.778038886331,0.711784417875715,0.163005137039154,4.36663795267228,1.26173609608845e-05,0.000327620267865882
"Myo1e",113.960726831262,0.794517622675041,0.182500292455411,4.35351424365064,1.33972386517443e-05,0.000347079825889166
"Gbp5",95.0772112391207,1.07072764568933,0.246114581201183,4.35052502969776,1.35811950725987e-05,0.000350253490118896
"Ttc7b",90.8049654554278,-0.915791781493709,0.210480742568554,-4.35095282503308,1.35547215695264e-05,0.000350253490118896
"Lin37",66.0376036057796,0.915582073786281,0.210966695235317,4.33993656091081,1.42523855454802e-05,0.000366733505266204
"Senp6",259.603943965158,-0.613723616169853,0.141540905098541,-4.33601590821096,1.45088448144539e-05,0.000372491716306216
"Dlg1",80.7599154273205,-0.754119085540216,0.174128741925492,-4.3308133809575,1.48559550919233e-05,0.000379692897069135
"Wbp2",553.855702363634,-0.453334436141387,0.104667021925131,-4.33120602653298,1.48294841162583e-05,0.000379692897069135
"Kcnab2",205.441481356756,-0.596741226935991,0.137855855884212,-4.3287332490047,1.49969445688531e-05,0.000382438861611537
"Hspa8",1131.04058066097,0.782432933336021,0.180909846643202,4.3249880968567,1.52540098754581e-05,0.000388126023594525
"Ifi209",8.28237445443607,2.54671367856472,0.589392162115947,4.32091541465685,1.55383233144237e-05,0.000394479615726315
"Snx25",96.2134771283804,-0.80430135964965,0.186518325988766,-4.31218409979775,1.6164974638125e-05,0.000409476768666638
"Lrrc8d",175.324213960734,-0.569313398153454,0.132230975463349,-4.30544655787745,1.66649220011456e-05,0.00042120497980279
"Dcxr",46.1266108365125,1.0670690588794,0.247961222400677,4.30337069864553,1.68219039288521e-05,0.000424232041780939
"Enah",33.1044929581177,-1.45422487733166,0.338046900327034,-4.30184354870524,1.69382896771927e-05,0.000426224203157437
"Il21r",297.860491629072,0.800478719362577,0.186195305341466,4.29913481381589,1.71466153625149e-05,0.000430516009950016
"Sel1l",264.391006702975,-0.673864926170637,0.156869130220051,-4.29571404664105,1.74131926474612e-05,0.000436248314260243
"Gbp3",304.313749475796,0.767327534246449,0.178765556336728,4.29236789217432,1.76777730497883e-05,0.000441905559198545
"Isoc1",102.631778699247,0.80413801295516,0.187382743870973,4.29141977720674,1.77534341381054e-05,0.000442825811247842
"Them6",74.9451006302547,0.87109052099609,0.203272871968702,4.28532598845857,1.82471425756362e-05,0.00045414667733554
