from	to
Fgf9	Fgfr3
Fgf9	Fgfr4
Flt3l	Flt3
Fn1	Itga2
Fn1	Itga2b
Fn1	Itga4
Fn1	Itga5
Fn1	Itga8
Fn1	Itgb1
Fn1	Itgb3
Fn1	Itgb6
Fn1	Itgb8
Fn1	Sdc2
Fshb	Fshr
Gad1	Grm4
Galp	Galr1
Galp	Galr2
Galp	Galr3
Gal	Galr1
Gal	Galr2
Gal	Galr3
Gas6	Axl
Gas6	Mertk
Gas6	Tyro3
Gast	Cckbr
Gcg	Gcgr
Gcg	Glp1r
Gcg	Glp2r
Gdf11	Acvr1b
Gdf11	Acvr2a
Gdf11	Acvr2b
Gdf2	Acvrl1
Gdf5	Bmpr1b
Gdf5	Bmpr2
Gdf5	Ror2
Gdf6	Bmpr1a
Gdf6	Bmpr2
Gdf7	Acvr2a
Gdf7	Bmpr1a
Gdf7	Bmpr2
Gdf9	Bmpr2
Gdf9	Tgfbr1
Gdnf	Gfra1
Gdnf	Gfra2
Gdnf	Ret
Ghrh	Ghrhr
Ghrh	Vipr1
Ghrl	Ghsr
Ghrl	Gpr39
Gip	Gipr
Gnrh1	Gnrhr
Gpha2	Tshr
Gpi1	Amfr
Grp	Grpr
Gstp2	Traf2
Guca2a	Gucy2c
Guca2b	Gucy2c
Gzmb	Igf2r
Has2	Cd44
Has2	Hmmr
Hbegf	Egfr
Hbegf	Erbb4
Hcrt	Hcrtr1
Hcrt	Hcrtr2
Hdc	Hrh1
Hdc	Hrh2
Hdc	Hrh3
Hdc	Hrh4
Hgf	Met
H2-T23	Klrc1
H2-T23	Klrd1
H2-M3	Klrc1
H2-M3	Klrd1
Hsp90b1	Lrp1
Hspg2	Ptprs
Iapp	Calcr
Icam1	Itgal
Icam1	Itgax
Icam1	Itgb2
Icam2	Itgal
Icam2	Itgb2
Icam4	Itga2b
Icam4	Itgal
Icam4	Itgam
Icam4	Itgav
Icam4	Itgb2
Icam4	Itgb3
Icam5	Itgal
Icam5	Itgb2
Ifna1	Ifnar1
Ifna1	Ifnar2
Ifnb1	Ifnar1
Ifnb1	Ifnar2
Ifng	Ifngr1
Ifng	Ifngr2
Ifnl2	Ifnlr1
Ifnl2	Il10rb
Igf1	Igf1r
Igf2	Igf1r
Igf2	Igf2r
Igf2	Insr
Ihh	Hhip
Ihh	Ptch1
Il10	Il10ra
Il10	Il10rb
Il11	Il11ra1
Il11	Il6st
Il12a	Il12rb1
Il12a	Il12rb2
Il12b	Il12rb1
Il12b	Il12rb2
Il13	Il13ra1
Il13	Il13ra2
Il13	Il2rg
Il13	Il4ra
Il15	Il15ra
Il15	Il2rb
Il15	Il2rg
Il16	Cd4
Il17a	Il17ra
Il17b	Il17rb
Il18	Il18r1
Il18	Il18rap
Il18	Il1rapl1
Il19	Il20ra
Il19	Il20rb
Il1a	Il1r1
Il1a	Il1r2
Il1b	Il1r1
Il1b	Il1r2
Il1b	Il1rap
Il1rn	Il1r1
Il1rn	Il1r2
Il20	Il20ra
Il20	Il20rb
Il20	Il22ra1
Il21	Il21r
Il21	Il2rg
Il22	Il10ra
Il22	Il22ra1
Il22	Il22ra2
Il23a	Il12rb1
Il23a	Il23r
Il24	Il20ra
Il24	Il20rb
Il24	Il22ra1
Il25	Il17rb
Il2	Il2ra
Il2	Il2rb
Il2	Il2rg
Il31	Il31ra
Il31	Osmr
Il4	Il13ra1
Il4	Il2rg
Il4	Il4ra
Il5	Csf2rb
Il5	Il5ra
Il6	Il6ra
Il6	Il6st
Il7	Il2rg
Il7	Il7r
Il9	Il2rg
Il9	Il9r
Inha	Acvr1
Inha	Acvr1b
Inha	Acvr2a
Inha	Acvr2b
Inha	Tgfbr3
Inhba	Acvr1
Inhba	Acvr1b
Inhba	Acvr2a
Inhba	Acvr2b
Inhba	Bambi
Inhbb	Acvr1
Inhbb	Acvr1b
Inhbb	Acvr2a
Inhbb	Acvr2b
Inhbc	Acvr1
Inhbc	Acvr1b
Inhbc	Acvr2a
Inhbc	Acvr2b
Insl3	Rxfp2
Insl5	Rxfp3
Insl5	Rxfp4
Ins2	Insr
Jag1	Notch1
Jag1	Notch2
Jag1	Notch3
Jag1	Notch4
Jag2	Notch1
Jag2	Notch2
Jag2	Notch3
Jag2	Notch4
Kiss1	Kiss1r
Kitl	Kit
Kng1	Bdkrb1
Kng1	Bdkrb2
Kng1	Gpr135
Lama1	Itga7
Lama1	Itgb1
Lama1	Itgb8
Lama1	Rpsa
Lama2	Itga7
Lama2	Itgb1
Lama2	Rpsa
Lamb1	Itga6
Lamb1	Itgb1
Lamb2	Rpsa
Lamc2	Itga3
Lamc2	Itga6
Lamc2	Itgb1
Lamc2	Itgb4
Lefty2	Acvr2b
Lep	Lepr
Lhb	Lhcgr
Lif	Il6st
Lif	Lifr
Liph	Lpar1
Liph	Lpar2
Liph	Lpar4
Lrpap1	Lrp1
Lta	Ltbr
Lta	Tnfrsf14
Lta	Tnfrsf1a
Lta	Tnfrsf1b
Ltb	Cd40
Ltb	Ltbr
Ltf	Lrp1
Ltf	Lrp11
Madcam1	Itga4
Madcam1	Itgb7
Mdk	Alk
Mdk	Ptprb
Mdk	Ptprz1
Mmp13	Lrp1
Mmp9	Lrp1
Mst1	Mst1r
Nampt	Insr
Ncam1	Robo1
Ncam1	Robo3
Ndp	Fzd4
Ndp	Lgr4
Ngf	Ngfr
Ngf	Ntrk1
Ngf	Sort1
Nid1	Ptprf
Nlgn1	Nrxn1
Nlgn1	Nrxn3
Nlgn2	Nrxn1
Nlgn2	Nrxn2
Nlgn2	Nrxn3
Nlgn3	Nrxn1
Nlgn3	Nrxn2
Nlgn3	Nrxn3
Nmb	Grpr
Nmb	Nmbr
Nms	Nmur1
Nms	Nmur2
Nmu	Nmur1
Nmu	Nmur2
Nodal	Acvr1b
Nodal	Acvr1c
Nodal	Acvr2a
Nodal	Acvr2b
Nov	Notch1
Npb	Npbwr1
Npff	Npffr1
Npff	Npffr2
Npnt	Itga8
Npnt	Itgb1
Nppa	Npr1
Nppa	Npr3
Nppb	Npr1
Nppb	Npr2
Nppb	Npr3
Nppc	Npr2
Nps	Npsr1
Npvf	Npffr1
Npvf	Npffr2
Npw	Npbwr1
Npy	Npy1r
Npy	Npy2r
Npy	Npy4r
Npy	Npy5r
Npy	Prlhr
Nrg1	Erbb2
Nrg1	Erbb3
Nrg1	Erbb4
Nrg2	Erbb3
Nrg2	Erbb4
Nrg3	Erbb4
Nrg4	Erbb4
Nrtn	Gfra1
Nrtn	Gfra2
Nrtn	Ret
Ntf3	Ngfr
Ntf3	Ntrk1
Ntf3	Ntrk2
Ntf3	Ntrk3
Ntf5	Ngfr
Ntf5	Ntrk1
Ntf5	Ntrk2
Ntf5	Ntrk3
Ntn1	Dcc
Ntn1	Unc5c
Ntn3	Cdon
Ntn3	Neo1
Ntn4	Dcc
Ntn4	Unc5a
Ntng1	Lrrc4c
Nts	Ntsr1
Nts	Ntsr2
Nucb2	Erap1
Nxph1	Nrxn1
Nxph1	Nrxn2
Nxph1	Nrxn3
Nxph3	Nrxn1
Nxph3	Nrxn2
Nxph3	Nrxn3
Omg	Lingo1
Omg	Tnfrsf1b
Osm	Il6st
Osm	Lifr
Osm	Osmr
Ostn	Npr3
Oxt	Avpr1a
Oxt	Avpr1b
Oxt	Avpr2
Oxt	Oxtr
Pdgfa	Pdgfra
Pdgfb	Pdgfra
Pdgfb	Pdgfrb
Pdgfc	Flt4
Pdgfc	Kdr
Pdgfc	Pdgfra
Pdgfd	Pdgfrb
Pdyn	Oprd1
Pdyn	Oprk1
Pdyn	Oprm1
Penk	Mrgprb2
Penk	Ogfr
Penk	Oprd1
Penk	Oprm1
Pf4	Fgfr2
Pf4	Ldlr
Pf4	Procr
Pf4	Thbd
Pgf	Flt1
Pgf	Nrp1
Plat	Lrp1
Plau	Lrp1
Plau	Plaur
Plg	Itga9
Plg	Itgb1
Pmch	Mchr1
Pnoc	Oprl1
Podxl2	Sell
Pomc	Mc1r
Pomc	Mc2r
Pomc	Mc3r
Pomc	Mc4r
Pomc	Mc5r
Pomc	Oprd1
Pomc	Oprk1
Pomc	Oprm1
Ppbp	Cxcr1
Ppbp	Cxcr2
Ppy	Npy4r
Ppy	Npy5r
Prlh	Prlhr
Prl	Prlr
Prnd	Rpsa
Proc	Procr
Prok1	Prokr1
Prok1	Prokr2
Prok2	Prokr1
Prok2	Prokr2
Pros1	Axl
Pros1	Tyro3
Psap	Gpr37
Psap	Gpr37l1
Psap	Lrp1
Psen1	Ncstn
Pspn	Gfra4
Pspn	Ret
Ptdss1	Jmjd6
Ptdss1	Scarb1
Ptgs2	Ptgdr2
Pth2	Pth1r
Pth2	Pth2r
Pthlh	Prlhr
Pthlh	Pth1r
Pthlh	Pth2r
Pth	Pth1r
Pth	Pth2r
Ptn	Ptprb
Ptn	Ptprz1
Pyy	Npy1r
Pyy	Npy2r
Pyy	Npy4r
Pyy	Npy5r
Qrfp	P2ry14
Qrfp	Qrfpr
Rarres2	Cmklr1
Rarres2	Gpr1
Reln	Itga3
Reln	Itgb1
Reln	Lrp8
Reln	Vldlr
Ren1	Atp6ap2
Rgma	Neo1
Rln1	Rxfp1
Rln1	Rxfp2
Rln3	Rxfp1
Rln3	Rxfp2
Rln3	Rxfp3
Rln3	Rxfp4
Rps19	C5ar1
Rspo1	Lgr4
Rspo1	Lgr5
Rspo1	Lgr6
Rspo1	Lrp6
Rspo2	Lgr4
Rspo2	Lgr5
Rspo2	Lgr6
Rspo3	Lgr4
Rspo3	Lgr5
Rspo3	Lgr6
Rspo4	Lgr4
Rspo4	Lgr5
Rspo4	Lgr6
Rtn4	Lingo1
Rtn4	Rtn4r
Rtn4	Tnfrsf19
Saa1	Fpr2
Sct	Sctr
Selplg	Sele
Selplg	Selp
Sema3a	Nrp1
Sema3a	Plxna1
Sema3a	Plxna2
Sema3a	Plxna4
Sema3b	Nrp1
Sema3c	Nrp2
Sema3e	Plxnd1
Sema3f	Nrp2
Sema3f	Plxna3
Sema4d	Met
Sema4d	Plxnb1
Sema4d	Plxnb2
Sema5a	Met
Sema5a	Plxnb3
Sema6d	Kdr
Sema6d	Plxna1
Sema7a	Plxnc1
Serpina1a	Lrp1
Serpinc1	Lrp1
Serpine1	Lrp1
Serpine2	Lrp1
Serping1	Lrp1
Shh	Boc
Shh	Cdon
Shh	Hhip
Shh	Ptch1
Shh	Smo
Slit1	Gpc1
Slit1	Robo1
Slit1	Sdc1
Slit2	Gpc1
Slit2	Robo1
Slit2	Robo2
Slit2	Robo4
Slit2	Sdc1
Sost	Lrp5
Sost	Lrp6
Spp1	Cd44
Spp1	Itgav
Sst	Sstr1
Sst	Sstr2
Sst	Sstr3
Sst	Sstr4
Sst	Sstr5
Tac1	Tacr1
Tac1	Tacr2
Tac1	Tacr3
Tac2	Tacr1
Tac2	Tacr2
Tac2	Tacr3
Tac4	Tacr1
Tac4	Tacr3
Tdgf1	Acvr2a
Tfpi	Lrp1
Tfpi	Vldlr
Trf	Tfrc
Tgfa	Egfr
Tgfb1	Acvrl1
Tgfb1	Tgfbr1
Tgfb1	Tgfbr2
Tgfb1	Tgfbr3
Tgfb2	Tgfbr1
Tgfb2	Tgfbr2
Tgfb2	Tgfbr3
Tgfb3	Acvrl1
Tgfb3	Tgfbr1
Tgfb3	Tgfbr2
Tgfb3	Tgfbr3
Thbs1	Cd36
Thbs1	Cd47
Thbs1	Sdc1
Thbs2	Cd47
Thpo	Mpl
Tnfsf10	Tnfrsf10b
Tnfsf10	Tnfrsf11b
Tnfsf11	Tnfrsf11a
Tnfsf11	Tnfrsf11b
Tnfsf12	Tnfrsf12a
Tnfsf12	Tnfrsf25
Tnfsf13b	Tnfrsf13b
Tnfsf13b	Tnfrsf13c
Tnfsf13b	Tnfrsf17
Tnfsf13	Tnfrsf13b
Tnfsf13	Tnfrsf17
Tnfsf14	Ltbr
Tnfsf14	Tnfrsf14
Tnfsf15	Tnfrsf25
Tnfsf18	Tnfrsf18
Tnfsf4	Tnfrsf4
Tnfsf8	Tnfrsf8
Tnfsf9	Tnfrsf9
Tnf	Ltbr
Tnf	Tnfrsf1a
Tnf	Tnfrsf1b
Tnf	Tnfrsf21
Tph1	Htr1a
Tph1	Htr1b
Tph1	Htr1d
Tph1	Htr1f
Tph1	Htr2a
Tph1	Htr2b
Tph1	Htr2c
Tph1	Htr4
Tph1	Htr5a
Tph1	Htr6
Tph1	Htr7
Trh	Trhr
Tshb	Tshr
Ucn2	Crhr1
Ucn2	Crhr2
Ucn3	Crhr2
Ucn	Crhr1
Ucn	Crhr2
Uts2b	Uts2r
Uts2	Uts2r
Vcam1	Itga4
Vcam1	Itgad
Vcam1	Itgb1
Vcam1	Itgb2
Vegfa	Flt1
Vegfa	Kdr
Vegfa	Nrp1
Vegfa	Nrp2
Vegfb	Flt1
Vegfb	Nrp1
Vegfc	Flt4
Vegfc	Kdr
Vegfc	Nrp2
Vegfc	Vipr2
Vip	Adcyap1r1
Vip	Sctr
Vip	Vipr1
Vip	Vipr2
Vtn	Itga5
Vtn	Itgb3
Wnt11	Fzd7
Wnt1	Fzd3
Wnt1	Fzd8
Wnt1	Fzd9
Wnt1	Ryk
Wnt3a	Fzd6
Wnt3	Fzd8
Wnt3	Lrp6
Wnt3	Ryk
Wnt4	Fzd2
Wnt4	Fzd6
Wnt5a	Fzd2
Wnt5a	Fzd4
Wnt5a	Fzd6
Wnt5a	Fzd7
Wnt5a	Ryk
Wnt7a	Fzd5
Wnt7b	Fzd1
Wnt7b	Fzd10
Wnt7b	Lrp5
Xcl1	Xcr1
Yars	Cxcr1
Zp3	Mertk
Ccl4	Ccr5
Pdgfd	Pdgfrb
Ifna1	Ifnar2
Ifna1	Ifnar1
H2-Ea-ps	Cd4
Gm7030	Cd8a
Icosl	Icos
Nrxn1	Nlgn1
Spn	Siglec1
Icosl	Cd28
Icosl	Ctla4
Gh	Ghr
Col2a1	Itgb1
Col2a1	Itga1
Lama1	Itgb1
Lama1	Itga1
Col2a1	Itga2
Lama1	Itga2
Lama1	Itga3
Col2a1	Itga3
Lama1	Itga6
Lama1	Itga7
Npnt	Itgb1
Npnt	Itga8
Col2a1	Itga9
Lama1	Itga9
Col2a1	Itga10
Col2a1	Itga11
Col2a1	Itgav
Col2a1	Itgb8
Lama1	Itgav
Lama1	Itgb8
Lama1	Itgb4
Col2a1	Cd44
Lama1	Cd44
Col2a1	Sdc1
Lama1	Sv2a
Col2a1	Gp6
Lama1	Dag1
Ccl5	Sdc4
Edn2	Ednrb
Csf2	Sdc2
Lama1	Gpc1
Tdgf1	Gpc1
Wnt3	Fzd1
Nrg1	Gpc1
Dkk1	Lrp5
Lama1	Sdc4
Ccl5	Sdc1
Calr	Tshr
Wnt1	Fzd1
Ccl26	Ccr1
Camp	Igf1r
Rspo2	Jmjd6
Btc	Erbb2
Ctgf	Fgfr3
Il6	Hrh1
Ctgf	Fgfr2
Gdf9	Kit
Ccl3	Cxcr5
Ccl3	Ccr3
Tnf	Traf2
Ccl7	Ackr4
Fgf6	Fgfr3
Efna5	Ephb1
Fgf2	Sdc1
Egf	Erbb3
Hgf	Sdc1
Ccl19	Ackr2
Wnt1	Lrp5
Cntf	Il6ra
Ctgf	Lrp1
Ccl3	Ackr2
Ccl3	Ccr4
Ctgf	Erbb4
Pdgfb	Lrp1
Ccl21a	Ackr2
Hbegf	Cd44
Apob	Lrp2
Ins2	Lrp2
Efnb2	Epha3
Ins2	Igf1r
Iapp	Ramp1
Arf1	Insr
Gm13306	Ackr2
Ccl25	Ackr2
Lama2	Dag1
Ccl19	Ccr10
Egf	Erbb2
Fgf2	Sdc3
Ccl28	Ackr2
Ghrl	Ghrhr
Ccl7	Ccr10
Vegfd	Nrp1
Vegfd	Nrp2
Apob	Calcr
Wnt1	Ror2
Ctgf	Egfr
Pdgfb	Nrp1
Efnb2	Epha5
Efnb2	Sdc2
Dkk1	Kit
Fgf1	Gpc1
Fgf1	Sdc4
Fgf1	Sdc2
Dlk1	Fgfr1
Wnt3	Traf2
Tnf	Dag1
Tnf	Ptprs
Tnf	Neo1
Gstp2	Ntrk1
Rtn4	Ntrk1
Calr	Ntrk1
Insl3	Alk
Efnb2	Sdc1
Il12b	Il23r
Hbegf	Erbb2
Fgf2	Gpc1
Hbegf	Prlr
Prl	Erbb4
Epo	Kit
Nrg4	Egfr
Fgf23	Fgfr3
Areg	Erbb2
Ereg	Erbb2
Nrg2	Erbb2
Il6	Erbb2
Efnb2	Lrp6
Efnb2	Fzd6
Efnb2	Epha2
Efnb2	Insr
Efnb2	Ror2
Efnb2	Fzd5
Efnb2	Lrp8
Jag2	Fzd6
Jag2	Epha2
Jag2	Insr
Jag2	Ror2
Jag2	Fzd5
Jag2	Lrp8
Efnb1	Fzd5
Efnb1	Lrp8
Anxa1	Epha5
Ndp	Lrp5
Rtn4	Ror2
Efnb2	Unc5c
Efnb2	Lrp2
Jag2	Lrp2
Efnb1	Lrp2
Lamb1	Sdc2
Lamb1	Sdc1
Trf	Sdc1
Arf1	Fas
Apob	Erbb2
Apob	Egfr
Apob	Ptprf
Apob	Met
Calr	Fas
Uts2	Fas
Lamb1	Fas
Anxa1	Hmmr
Arf1	Mylk
Arf1	Lrp5
Arf1	Hmmr
Gstp2	Mylk
Gstp2	Lrp5
Gstp2	Fas
Gstp2	Hmmr
Calr	Lrp5
Calr	Hmmr
Anxa1	Lifr
Anxa1	Ddr2
Efnb2	Epha7
Jag2	Epha7
Rtn4	Epha2
Rtn4	Fzd6
Rtn4	Epha7
Efnb1	Epha7
Arf1	Cd44
Calr	Cd44
Igf1	Insr
Epgn	Erbb4
Pdgfc	Pdgfrb
App	Tgfbr2
F2	Lrp1
Wnt5a	Lrp6
Wnt4	Lrp6
Wnt1	Lrp6
Wnt11	Lrp6
Wnt3a	Lrp6
Wnt7a	Lrp6
Psen1	Notch1
Wnt1	Notch1
Adam17	Notch1
Rspo2	Sdc4
Rspo3	Sdc4
Ereg	Erbb3
Tnfsf14	Traf2
Wnt5a	Fzd5
Adam17	Il1r2
Gzmb	Fgfr1
Il22	Il20ra
Wnt5a	Fzd3
Wnt5a	Ror2
Wnt4	Lrp5
Wnt4	Fzd3
Csf3	Csf2ra
Il22	Ifnar2
Csf1	Csf3r
Ccl12	Ackr4
Tdgf1	Acvr1b
Wnt1	Fzd6
Wnt3a	Lrp5
Wnt7a	Lrp5
Csf1	Csf2ra
Wnt11	Fzd3
Wnt11	Fzd6
Wnt11	Musk
Ptn	Alk
Wnt3a	Fzd3
Wnt7a	Fzd3
Wnt3	Fzd3
Wnt7b	Fzd3
Ihh	Ptch2
Shh	Ptch2
Ccl26	Ccr5
Dhh	Ptch1
Adam17	Il6ra
Plg	F2rl1
Wnt3a	Fzd8
Wnt3a	Fzd1
Wnt3a	Ryk
Wnt3a	Fzd2
Ccl26	Cx3cr1
Wnt7a	Fzd7
Mdk	Notch2
Il10	Ifnar2
Penk	Oprl1
Cntf	Crlf1
Edn1	Ednrb
Calm1	Calcr
Tgfb1	Itgb6
Vtn	Itgb6
Tgfa	Erbb4
Adam17	Erbb4
Mdk	Lrp2
Plau	Lrp2
Apoe	Lrp2
Serpine1	Lrp2
Lrpap1	Lrp2
Tgfb1	Erbb2
Tgfa	Erbb2
Angpt2	Itga5
Col1a1	Itga5
App	Sdc1
App	Lrp1
App	Kdr
App	Ncstn
App	Ngfr
App	Prokr1
App	Gpc1
Kng1	Rxfp4
Spp1	Sdc1
Ctsg	Sdc1
Calr	Lrp1
Thbs1	Lrp1
Ctsg	Lrp1
Wnt3a	Lrp1
Mdk	Lrp1
Apoe	Lrp1
Tgfb1	Sdc2
Hgf	Sdc2
Pf4	Sdc2
Serpinc1	Sdc2
Serpina1a	Sdc2
Tnfsf13	Sdc2
Hsp90b1	Tnfrsf1b
Calm1	Tnfrsf1b
Fga	Itgb3
Gzmb	Notch1
Calm1	Htr2c
Calr	Mtnr1a
Csf2	Il3ra
Mdk	Sdc4
Tgfb3	Sdc4
Psen1	Notch4
Psen1	Notch3
Psen1	Notch2
Fn1	Tshr
Fn1	Itgb5
Fn1	Mtnr1a
Mmp9	Cd44
Mmp9	Ephb2
Fga	Itga2b
F2	Itga2b
Col2a1	Itga2b
Tnfsf9	Traf2
Tnfsf4	Traf2
Calm1	Traf2
Col2a1	Ddr1
Ppbp	Il7r
Tnf	Ptprz1
Ccl22	Ccr7
Gdf9	Acvr2a
Fgf7	Fgfr3
Fgf7	Fgfr4
Wnt5a	Fzd1
Wnt1	Cd36
Col1a1	Cd36
Calm1	Fas
Tnfsf13	Fas
Ntn1	Neo1
Ccl3	Ackr4
Ctsg	Cxcr4
Tgfb1	Bmpr1a
Gdf9	Bmpr1a
Vtn	Plaur
Kng1	Plaur
Ccl12	Ccr10
Tdgf1	Acvr1c
Ccl2	Ackr4
Ccl11	Ackr4
Ccl8	Ackr4
Cxcl13	Ackr4
Ccl5	Ackr4
Ccl4	Ackr4
Efna1	Ephb1
Epo	Ephb4
Tgfb1	Itgav
Tgfb1	Itgb8
Pros1	Rpsa
Tnfsf13	Tnfrsf1a
Calm1	Tnfrsf1a
Ccl5	Cxcr5
Ccl4	Cxcr5
Ptn	Ptprs
Ctsg	F2rl1
Gdf5	Acvr1
Ccl1	Ccr1
Gstp2	Il7r
Ccl4	Ccr3
Gdf5	Acvr2b
Fgf2	Cd44
Vegfa	Ptprb
Fgf3	Fgfr3
Fgf3	Fgfr4
Ccl25	Ccr10
Trf	Il7r
Il4	Il13ra2
A2m	Tnfrsf14
Cxcl13	Ccr10
Pf4	Cxcr3
Cxcl13	Cxcr3
Npy	Mc4r
Plau	Igf2r
Bdnf	Sort1
Lrpap1	Sort1
Nts	Sort1
Saa1	Fpr1
Plg	F3
Calm1	Oprm1
Cyr61	Itgb5
Lrpap1	Sorl1
Inhba	Tgfbr3
Calm1	Adcyap1r1
Calm1	Sctr
Calm1	Gp6
Calm1	Glp1r
Calm1	Pth2r
Calm1	Grm4
Calm1	Vipr1
Apoe	Scarb1
Cyr61	Itgav
Vegfa	Ephb2
Vegfa	Ptprz1
Vegfa	Gpc1
Plg	F2r
C3	C5ar2
Lrpap1	Lrp8
Gcg	Gipr
Lrpap1	Vldlr
Adcyap1	Sctr
F2	Gp1ba
F2	Thbd
F2	Gp5
Kng1	Gp1ba
Tnfsf13	Tnfrsf14
Nppa	Npr2
Edn3	Ednra
Calm1	Pth1r
Proc	Thbd
Npy	Npffr2
Slit1	Mtnr1a
Lrrc4	Ntng1
Hcrt	Npffr2
a	Mc2r
Inhbb	Acvr1c
Cort	Cxcr6
Cort	Galr2
Cort	Galr3
Cort	Htr1a
Cort	Fpr1
Cort	C5ar1
Cort	Cxcr1
Cort	Cxcr2
Cort	Fpr2
Cort	Ackr3
Cort	Npy1r
Cort	Htr1d
Cort	Htr1b
Cort	Bdkrb2
Cort	Htr1f
Cort	Ccr1
Cort	Ccr7
Cort	Cxcr5
Cort	Oprm1
Cort	Aplnr
Cort	Oprd1
Cort	Oprk1
Cort	Oprl1
Cort	Ccr2
Cort	Ccr10
Cort	Bdkrb1
Cort	Galr1
Cort	Htr5a
Cort	Mtnr1a
Cort	Npbwr1
Cort	Npy2r
Cort	Mtnr1b
Cort	Cxcr3
Cort	Agtr2
Cort	Npy4r
Cort	Ccr3
Cort	Ccr4
Cort	Ccr5
Cort	Ccr6
Cort	Ccr8
Cort	Ccr9
Cort	Cxcr4
Cort	Grm4
Cort	P2ry14
Cort	Npy5r
Cort	C3ar1
Cort	Rxfp4
Cort	Lpar1
Cort	Mchr1
Cort	Nmur2
Cort	Hrh4
Cort	Nmur1
Cort	Lpar2
Cort	Rxfp3
Cort	Hrh3
Cort	Ptgdr2
Lefty2	Acvr2a
Lefty2	Acvr1b
Lefty2	Acvr1c
Agrn	Itgav
Agrn	Lrp2
Agrn	Lrp1
Agrn	Ptprs
Agrn	Lrp8
Dll1	Mtnr1a
Ccl21a	Galr2
Ccl21a	Galr3
Ccl21a	Htr1a
Ccl21a	Fpr1
Ccl21a	C5ar1
Ccl21a	Cxcr1
Ccl21a	Cxcr2
Ccl21a	Fpr2
Ccl21a	Ackr3
Ccl21a	Npy1r
Ccl21a	Htr1d
Ccl21a	Htr1b
Ccl21a	Bdkrb2
Ccl21a	Sstr1
Ccl21a	Sstr2
Ccl21a	Htr1f
Ccl21a	Sstr4
Ccl21a	Ccr1
Ccl21a	Cxcr5
Ccl21a	Sstr3
Ccl21a	Sstr5
Ccl21a	Oprm1
Ccl21a	Aplnr
Ccl21a	Oprd1
Ccl21a	Oprk1
Ccl21a	Oprl1
Ccl21a	Ccr2
Ccl21a	Ccr10
Ccl21a	Bdkrb1
Ccl21a	Galr1
Ccl21a	Htr5a
Ccl21a	Mtnr1a
Ccl21a	Npbwr1
Ccl21a	Npy2r
Ccl21a	Mtnr1b
Ccl21a	Agtr2
Ccl21a	Npy4r
Ccl21a	Ccr3
Ccl21a	Ccr4
Ccl21a	Ccr5
Ccl21a	Ccr6
Ccl21a	Ccr8
Ccl21a	Ccr9
Ccl21a	Cxcr4
Ccl21a	Grm4
Ccl21a	P2ry14
Ccl21a	Npy5r
Ccl21a	C3ar1
Ccl21a	Rxfp4
Ccl21a	Lpar1
Ccl21a	Mchr1
Ccl21a	Nmur2
Ccl21a	Hrh4
Ccl21a	Nmur1
Ccl21a	Lpar2
Ccl21a	Rxfp3
Ccl21a	Hrh3
Ccl21a	Ptgdr2
Cyr61	Plxna3
Ntn3	Unc5c
Ntn3	Acvr1b
Ntn3	Tgfbr1
Ntn3	Notch1
Ntn3	Notch2
Ntn3	Ptch1
Ntn3	Unc5a
Ntn3	Acvr1c
Ntn3	Boc
Ntn3	Robo2
Ntn3	Notch3
Ntn3	Ptch2
Wnt7a	Ror2
Wnt7a	Fzd4
Wnt7a	Fzd10
Wnt7a	Fzd1
Nrg2	Egfr
Cxcl11	Galr2
Cxcl11	Galr3
Cxcl11	Htr1a
Cxcl11	Fpr1
Cxcl11	C5ar1
Cxcl11	Cxcr1
Cxcl11	Cxcr2
Cxcl11	Fpr2
Cxcl11	Npy1r
Cxcl11	Htr1d
Cxcl11	Htr1b
Cxcl11	Bdkrb2
Cxcl11	Sstr1
Cxcl11	Sstr2
Cxcl11	Htr1f
Cxcl11	Sstr4
Cxcl11	Ccr1
Cxcl11	Ccr7
Cxcl11	Cxcr5
Cxcl11	Sstr3
Cxcl11	Sstr5
Cxcl11	Oprm1
Cxcl11	Aplnr
Cxcl11	Oprd1
Cxcl11	Oprk1
Cxcl11	Oprl1
Cxcl11	Ccr2
Cxcl11	Ccr10
Cxcl11	Bdkrb1
Cxcl11	Galr1
Cxcl11	Htr5a
Cxcl11	Mtnr1a
Cxcl11	Npbwr1
Cxcl11	Npy2r
Cxcl11	Mtnr1b
Cxcl11	Agtr2
Cxcl11	Npy4r
Cxcl11	Ccr4
Cxcl11	Ccr5
Cxcl11	Ccr6
Cxcl11	Ccr8
Cxcl11	Ccr9
Cxcl11	Cxcr4
Cxcl11	Grm4
Cxcl11	P2ry14
Cxcl11	Npy5r
Cxcl11	C3ar1
Cxcl11	Rxfp4
Cxcl11	Lpar1
Cxcl11	Mchr1
Cxcl11	Nmur2
Cxcl11	Hrh4
Cxcl11	Nmur1
Cxcl11	Lpar2
Cxcl11	Rxfp3
Cxcl11	Hrh3
Cxcl11	Ptgdr2
Tnfsf11	Traf2
Npff	Hcrtr1
Npff	Hcrtr2
Npff	Ntsr2
Npff	Tacr2
Npff	Ednrb
Npff	Fpr2
Npff	Ednra
Npff	Tacr1
Npff	F2r
Npff	Htr2a
Npff	Htr2c
Npff	Nmbr
Npff	Tacr3
Npff	Bdkrb2
Npff	Grpr
Npff	Agtr1a
Npff	Oxtr
Npff	Gnrhr
Npff	Ntsr1
